CELLNAME,INSTCOUNT,LOWERLEFT_X,LOWERLEFT_Y,WIDTH,HEIGHT,DEVCOUNT,FUBLIST,INSTCOUNT SUMMARY
yg0inn10ln1b5,351,0,-7830,0.348,1.566,2,agp1ctls:bpglobalm:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbregs:dcipctls:dcregs:dtctls:fpactls:fpmrctls:fpromrs:gsas:ieuni0cts:mcdecs:mcscheds:mlctlc:mlpics:mlsnps:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:saedfxs,regf->(1) rls->(350)
yg0inn10ln1b7,732,0,-7830,0.348,1.566,2,agdecfltc:agp1ctls:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcregs:dtctls:fpactls:fpmrctls:fpromrs:gsas:idxlat456d:ieslowcts:ieuni1cts:mcdecs:mcmnts:mcscheds:mlctlc:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:rotests:saedfxs,datap->(1) rls->(731)
yg0inn10ln1c0,1281,0,-7830,0.348,1.566,2,agdecfltc:agp1ctls:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:cbtopd:dcipctls:dcregs:dtctls:fpactls:fpromrs:gsas:ifsnps:mcdecs:mcmnts:mcscheds:mlctlc:mlpics:mlprefs:mlsnps:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:saedfxs:siport0ctls,datap->(5) rls->(1276)
yg0inn10ln1c3,2200,0,-7830,0.348,1.566,2,agdecfltc:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcipctls:dcregs:dtctls:fpactls:fpmctlss:fpromrs:gsas:ifsnps:mcdecs:mcmnts:mcscheds:micrctlc:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:saedfxs,datap->(2) rls->(2198)
yg0inn10ln1c5,3451,0,-7830,0.348,1.566,2,agdecfltc:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcipctls:dcregs:dtctls:fpactls:fpmrctls:gsas:idxlat0d:idxlat456d:ieslowcts:ifsnps:mcdecs:mcmnts:mcscheds:micrctlc:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:rotests:saedfxs:sanoas,datap->(4) rls->(3447)
yg0inn10ln1c7,3874,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcipctls:dcregs:dtctls:fpactls:fpmctlss:fpmrctls:fpromrs:gsas:idxlat0d:idxlat456d:ieslowcts:ifsnps:mcdecs:mcmnts:mcscheds:micrctlc:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:saedfxs,datap->(2) rls->(3872)
yg0inn10ln1d0,3567,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:bptargettrgm:cbblpm:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcipctls:dcregs:dsbtests:dtctls:fpactls:fpmrctls:fpromrs:gsas:idxlat0d:iecrcs:ieplas:ieslowcts:ieuni1cts:ieuni5cts:ifsnps:mcdecs:mcdfxs:mcmnts:mcscheds:micrctlc:miictls:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:saedfxs:sictls:siport0ctls,datap->(1) regf->(2) rls->(3564)
yg0inn10ln1d3,2592,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcipctls:dcregs:dsbtests:dtctls:fpactls:fpmrctls:fpromrs:gsas:idxlat0d:idxlat456d:ieslowcts:ieuni0cts:ifsnps:mcdecs:mcmnts:mcscheds:micrctlc:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:rotests:saedfxs,datap->(7) rls->(2585)
yg0inn10ln1d5,1938,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:bpglobalm:cbblpm:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcipctls:dcregs:dsbtests:dtctls:fpactls:fpmrctls:fpromrs:gsas:idxlat0d:idxlat456d:ieslowcts:mcdecs:mcmnts:mcscheds:micrctlc:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:saedfxs:siport0ctls,datap->(14) regf->(18) rls->(1906)
yg0inn10ln1d7,1176,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:bptargettrgm:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcipctls:dcregs:dtctls:fpactls:fpmrctls:fpromrs:gsas:idxlat0d:idxlat456d:ieslowcts:ieuni0cts:ifsnps:iqcmons:mcdecs:mcmnts:mcscheds:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:rotests:saedfxs:sanoas,datap->(5) regf->(3) rls->(1168)
yg0inn10ln1e0,3246,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbregs:dcipctls:dcregs:dsbtests:dtctls:fpactls:fpmctlfs:fpmctlss:fpmrctls:fpromrs:gsas:idxlat0d:idxlat456d:iecrcs:ieplas:ieslowcts:ieuni0cts:ieuni5cts:ifsnps:iqcmons:mcdecs:mcdfxs:mcmnts:mcscheds:mifctlcs:miictls:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:rotests:saedfxs:sanoas:sictls,datap->(6) rls->(3240)
yg0inn10ln1e3,265,0,-7830,0.58,1.566,6,agp1ctls:cbegrctls:cbingctls:cbismqs:cbpipes:cbpmas:dcregs:dsbsortd:dtctls:fpactls:fpromrs:gsas:ifsnps:iqcmons:mcdecs:mcmnts:mcscheds:mlctlc:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:saedfxs,datap->(12) rls->(253)
yg0inn10ln1e5,530,0,-7830,0.58,1.566,6,agp1ctls:bpglobalm:bptargettrgm:cbfuses:cbingctls:cbismqs:cbpipes:cbregs:dcipctls:dcregs:dsbsortd:dsbtests:dtctls:fpactls:fpmctlss:fpmrctls:fpromrs:gsas:idxlat0d:idxlat456d:ieslowcts:ieuni0cts:ifsnps:iqcmons:mcdecs:mcmnts:mcscheds:micrctlc:mlctlc:mldfxd:mlpics:mlprefs:mltagaryd:mltagstlrd:mpcbobgfus:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:roctlregc:roperfs:saedfxs,datap->(5) regf->(37) rls->(488)
yg0inn10ln1e7,532,0,-7830,0.58,1.566,6,agp1ctls:cbfuses:cbismqs:cbpipes:cbpmas:cbregs:dcipctls:dcregs:dsbtests:dtctls:fpactls:fpmctlss:gsas:idxlat0d:idxlat456d:ieslowcts:ieuni0cts:mcdecs:mcmnts:mcscheds:micrctlc:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roperfs:saedfxs,datap->(2) rls->(530)
yg0inn10ln1f0,1261,0,-7830,0.696,1.566,8,agdecfltc:agp1ctls:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:cbtopd:dcipctls:dcregs:dsbtests:dtctls:fpactls:fpmctlss:gsas:idxlat0d:idxlat456d:iecrcs:ieplas:ieslowcts:ieuni0cts:ieuni1cts:ieuni5cts:ifsnps:mcdecs:mcdfxs:mcmnts:mcscheds:micrctlc:mifctlcs:miictls:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagaryd:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl16s:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roperfs:saedfxs:sanoas:sictls,datap->(12) rls->(1249)
yg0inn10ln1f3,562,0,-7830,0.696,1.566,8,agdecfltc:agp1ctls:bptargettrgm:cbegrctls:cbingctls:cbismqs:cbpipes:cbregs:dcipctls:dcregs:dsbtests:dtctls:fpmctlss:fpmrctls:fpromrs:gsas:idxlat456d:ieslowcts:ieuni0cts:ifdatabankhd:ifdatabankld:ifsnps:mcmnts:mcscheds:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagstlrd:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:saedfxs,regf->(136) rls->(426)
yg0inn10ln1f5,372,0,-7830,0.812,1.566,10,cbegrctls:cbingctls:cbismqs:cbpipes:cbregs:dcregs:dtctls:fpmctlss:fpmrctls:gsas:idxlat0d:idxlat456d:ifsnps:mcdecs:mcmnts:mcscheds:micrctlc:mlctlc:mldfxd:mlsnps:mpcbobgfus:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl8s:pcielanes:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:saedfxs:siport0ctls,rls->(372)
yg0inn10ln1f7,240,0,-7830,0.812,1.566,10,cbegrctls:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcregs:dsbtests:dtctls:fpactls:fpmctlss:fpmrctls:gsas:idxlat456d:ieslowcts:ieuni0cts:mcdecs:mcmnts:mcscheds:mlctlc:mldfxd:mlpics:mlprefs:mpcbotrks:mpcohtrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncradecs:pciedl8s:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:pcieutilrs:pmhsyns:ptpcfsms:ptpcioregs:ptpcuctls:roctlregc:roperfs:saedfxs:siport0ctls,rls->(240)
yg0inn10ln1g0,241,0,-7830,1.16,1.566,13,agdecfltc:bpglobalm:cbegrctls:cbfuses:cbingctls:cbismqs:cbpipes:cbpmas:cbregs:dcregs:fpactls:fpmctlss:iecrcs:ieplas:ieslowcts:ieuni5cts:mcdecs:mcdfxs:mcmnts:miictls:misctlcs:mlpics:mlprefs:mltagaryd:mpcbobgfus:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:ncevnts:ncradecs:pciedl16s:pciedl8s:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:ptpcfsms:ptpcioregs:ptpcuctls:ractlc:roctlregc:roperfs:saedfxs:sictls,datap->(4) regf->(17) rls->(220)
yg0inn10ln1g3,28,0,-7830,1.276,1.566,15,cbpipes:dcregs:dtctls:mcscheds:mpcohtrks:mpmcarbs:pciepli4s:pcietl8dmis:ptpcuctls:roperfs,rls->(28)
yg0inn10ln1g5,43,0,-7830,1.392,1.566,17,ieuni5cts:mcmnts:mltagaryd:mpiordtrks:roperfs,datap->(1) rls->(42)
yg0inn10ln1g7,69,0,-7830,1.508,1.566,19,cbpipes:dsbsortd:fpmctlss:mcscheds:micrctlc:mpbgfm2alld:mpiordtrks:pcietl8dmis:pcieutills:ptpcuctls:roperfs:sictls,datap->(28) rls->(41)
yg0inn10ln1h0,436,0,-7830,1.624,1.566,21,cbegrctls:cbfuses:cbingctls:cbpipes:cbpmas:cbtopd:fpmctlss:fpromrs:gsas:iecrcs:ieplas:ieuni0cts:ieuni5cts:mcdecs:mcdfxs:mcmnts:mcscheds:mifctlcs:miictls:misctlcs:mpbgfall2md:mpcbotrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:pciedl16s:pcielanes:pciepli4s:pcietl16pegs:pcietl8pegs:pcieutilrs:ptpcfsms:ptpcioregs:ptpcuctls:roperfs:saedfxs:sictls:siport0ctls,datap->(126) rls->(310)
yg0inn10ln1h3,16,0,-7830,1.856,1.566,25,cbpipes:mpbgfm2alld:mpiordtrks:pciedl8s,datap->(2) rls->(14)
yg0inn10ln1h5,55,0,-7830,1.972,1.566,27,agdecfltc:agp1ctls:fpactls:mcmnts:mpbgfall2md:mpbgfm2alld:mpiordtrks:ptpcuctls:roperfs:sictls,datap->(18) rls->(37)
yg0inn10ln1h7,101,0,-7830,2.204,1.566,31,mcscheds:mpiordtrks:ncradecs,rls->(101)
yg0inn10ln1i0,105,0,-7830,2.436,1.566,36,cbfuses:cbingctls:cbpmas:ieuni5cts:mcdecs:mcdfxs:mcmnts:mcscheds:mifctlcs:mpcbotrks:mpiordtrks:mpiotrks:mpmcarbs:mpvtdefaztlbs:mpvtdtrks:pciedl16s:pciepli4s:pcietl16pegs:pcietl8dmis:pcietl8pegs:pcieutills:ptpcfsms:ptpcioregs:ptpcuctls,rls->(105)
yg0inn10ln1i3,2,0,-7830,2.784,1.566,39,mpiordtrks,rls->(2)
yg0inn10ln1i5,19,0,-7830,3.132,1.566,45,cbtopd:mpiordtrks,datap->(1) rls->(18)
yg0inn10ln1i7,13,0,-7830,3.364,1.566,52,mcscheds:mpiordtrks:pcietl8dmis,rls->(13)
yg0inn10ln1j0,13,0,-7830,3.828,1.566,57,mpiordtrks:saedfxs,rls->(13)
yg0inn10ln1j3,12,0,-7830,4.408,1.566,66,mpiordtrks,rls->(12)
yg0inn10ln1j5,206,0,-7830,4.988,1.566,75,ifsnps:mcscheds:mpcbobgfus:mpcohtrks:mpiordtrks:pcietl16pegs:pcietl8dmis:pcieutilrs,rls->(206)
yg0inn10lnpa0,4,0,-7830,0.348,1.566,2,exehsihrpt4d:exehsihrpt7d:exehsilrpt4d:exehsilrpt7d,repeater->(4)
yg0inn10lnpa3,1,0,-7830,0.348,1.566,2,mldatarym,gigacell->(1)
yg0inn10lnpa7,9,0,-7830,0.348,1.566,2,mldatarym,gigacell->(9)
yg0inn10lnpb0,19,0,-7830,0.348,1.566,2,bpbimodalm:gioddrcomp:mldatarym,datap->(2) gigacell->(1) regf->(16)
yg0inn10lnpb3,2,0,-7830,0.348,1.566,2,mldatarym,gigacell->(2)
yg0inn10lnpb5,3,0,-7830,0.348,1.566,2,bpglobalm:exehmi1rptd,regf->(2) repeater->(1)
yg0inn10lnpb7,2,0,-7830,0.348,1.566,2,cbtopd,datap->(2)
yg0inn10lnpc0,3,0,-7830,0.348,1.566,2,giolgcana,datap->(3)
yg0inn10lnpc7,6,0,-7830,0.348,1.566,2,giolgcsb,datap->(6)
yg0inn10lnpd0,20,0,-7830,0.464,1.566,4,bpbimodalm:cbtopd:dsbpfrqd:exehsih0rptd:exehsil0rptd:mldatarym,datap->(3) gigacell->(2) regf->(1) repeater->(14)
yg0inn10lnpd5,1,0,-7830,0.464,1.566,4,musthrpt9,repeater->(1)
yg0inn10lnpe0,7,0,-7830,0.464,1.566,4,exehsih0rptd:exehsil0rptd:gioddrcomp:mldatarym,datap->(1) gigacell->(4) repeater->(2)
yg0inn10lnpe3,25,0,-7830,0.58,1.566,6,exehsih0rptd:exehsil0rptd:mldatarym,gigacell->(1) repeater->(24)
yg0inn10lnpe7,575,0,-7830,0.58,1.566,6,bpitargetm:mpbgfall2md:mpbgfm2alld,datap->(574) regf->(1)
yg0inn10lnpf0,143,0,-7830,0.696,1.566,8,bpglobalm:fpmgensd:mpbgfall2md,datap->(135) regf->(8)
yg0inn10lnpf3,49,0,-7830,0.696,1.566,8,exehsih0rptd:exehsil0rptd:mldatarym,gigacell->(1) repeater->(48)
yg0inn10lnpf5,18,0,-7830,0.812,1.566,10,bptargettrgm:exehsih0rptd:exehsil0rptd,regf->(12) repeater->(6)
yg0inn10lnpf7,124,0,-7830,0.812,1.566,10,dsbdata23d,regf->(124)
yg0inn10lnpg0,24,0,-7830,1.044,1.566,12,dcl1bankd:exehsihrpt4d:exehsihrpt7d:exehsilrpt4d:exehsilrpt7d,regf->(4) repeater->(20)
yg0inn10lnpg5,4,0,-7830,1.276,1.566,16,bpbimodalm:cbtopd:exehsih0rptd:exehsil0rptd,datap->(1) regf->(1) repeater->(2)
yg0inn10lnpg7,14,0,-7830,1.508,1.566,20,mpbgfall2md,datap->(14)
yg0inn10lnph0,1,0,-7830,1.508,1.566,20,bpglobalm,regf->(1)
yg0inn10lnph3,16,0,-7830,1.856,1.566,24,musthrpt9,repeater->(16)
yg0inn10lnph5,1,0,-7830,1.856,1.566,24,musthrpt9,repeater->(1)
yg0inn10lnph7,6,0,-7830,2.088,1.566,28,mldatarym:mpbgfall2md,datap->(2) gigacell->(4)
yg0inn10lnpi0,1,0,-7830,2.32,1.566,32,cbtopd,datap->(1)
yg0inn10lnpi3,142,0,-7830,2.668,1.566,36,mpbgfall2md:musthrpt7:musthrpt9,datap->(3) repeater->(139)
yg0inn10nn1b0,17,0,-7830,0.348,1.566,2,dsbsortd:fpaaddd:fpaalgd:idxlat456d,datap->(16) rls->(1)
yg0inn10nn1b3,4,0,-7830,0.348,1.566,2,fpaaddd:fpaalgd:fpromrs:mltagaryd,datap->(3) rls->(1)
yg0inn10nn1b5,17,0,-7830,0.348,1.566,2,agdecfltc:bpglobalm:cbingctls:cbpipes:cbregs:dsbsortd:fpaaddd:fpaalgd:fpactls:micrctlc:mlsnpd:ncradecs,datap->(5) regf->(3) rls->(9)
yg0inn10nn1b7,21,0,-7830,0.348,1.566,2,cbingctls:cbregs:dcregs:dsbsortd:fpaaddd:fpactls:fpromrs:idxlat456d:mlsnps,datap->(6) rls->(15)
yg0inn10nn1c0,106,0,-7830,0.348,1.566,2,agp1ctls:bpglobalm:cbingctls:cbismqs:cbpipes:cbregs:dcregs:dsbsortd:dtctls:fpaaddd:fpmgensd:fpmrctls:fpromrs:idxlat0d:idxlat456d:ieuni1cts:ifiqc:mlsnps:mltagaryd:ncradecs:ractlc,datap->(20) regf->(64) rls->(22)
yg0inn10nn1c3,20,0,-7830,0.348,1.566,2,cbingctls:cbpipes:dsbsortd:fpaaddd:fpactls:fpmctlss:fpromrs:idxlat0d:ieuni1cts:mltagaryd:mpcohtrks:ractlc,datap->(6) rls->(14)
yg0inn10nn1c5,55,0,-7830,0.348,1.566,2,agdecfltc:bpglobalm:cbismqs:cbpipes:dcipctls:dsbsortd:dtctls:fpaaddd:fpaalgd:fpactls:fpromrs:idxlat0d:idxlat456d:mldfxd:mltagaryd:mpcohtrks:ncradecs:ractlc,datap->(17) regf->(2) rls->(36)
yg0inn10nn1c7,72,0,-7830,0.464,1.566,4,agdecfltc:cbpipes:cbregs:dcipctls:dtctls:fpaaddd:fpactls:fpmctlss:fpmrctls:fpromrs:idxlat0d:idxlat456d:ieuni1cts:iqcmons:micrctlc:mldfxd:mlsnps:msdecn:ncradecs:ractlc,datap->(5) rls->(67)
yg0inn10nn1d0,827,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:cbegrctls:cbingctls:cbismqs:cbpipes:cbregs:dcipctls:dcregs:dsbpfrqd:dtctls:fpaalgd:fpactls:fpdqremd:fpmctlfs:fpmctlss:fpmrctls:fpromrs:idxlat0d:idxlat456d:ieuni1cts:ifiqc:ifsnps:iqcmons:micrctlc:mifctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mlsqbd:mpcbobgfus:mpcbotrks:mpcohtrks:ncevnts:ncradecs:pmhsyns:ractlc:roctlregc:roperfs,datap->(12) regf->(24) rls->(791)
yg0inn10nn1d3,163,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:cbingctls:cbismqs:cbpipes:cbregs:dcipctls:dcregs:dsbsortd:dtctls:fpactls:fpmctlss:fpmrctls:fpromrs:idxlat0d:idxlat456d:ieuni1cts:iqcmons:micrctlc:mldfxd:mpcohtrks:ncradecs:ractlc:roperfs,datap->(8) rls->(155)
yg0inn10nn1d5,133,0,-7830,0.464,1.566,4,agdecfltc:cbingctls:cbismqs:cbpipes:cbregs:dcipctls:dcregs:dtctls:fpactls:fpmctlss:fpmrctls:fpromrs:idxlat0d:idxlat456d:micrctlc:mldfxd:mlsnps:mltagaryd:mpcbobgfus:mpcohtrks:ncradecs:ractlc:roperfs,datap->(1) rls->(132)
yg0inn10nn1d7,280,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:cbingctls:cbismqs:cbpipes:cbregs:dcipctls:dcregs:dtctls:fpaaddd:fpaalgd:fpactls:fpmctlss:fpmrctls:fpromrs:idxlat0d:idxlat456d:ieslowcts:ieuni1cts:micrctlc:mldfxd:mlsnps:mltagaryd:mltagstlrd:mpcohtrks:ncradecs:ractlc:roperfs,datap->(8) rls->(272)
yg0inn10nn1e0,2290,0,-7830,0.464,1.566,4,agdecfltc:agp1ctls:bpglobalm:cbbottomd:cbegrctls:cbingctls:cbismqs:cbpipes:cbregs:cbtopd:compensatortop:corecompensator:dcbdatan:dcipctls:dcregs:dsbpfrqd:dsbqfast:dsbsortd:dtctls:fpaaddd:fpaalgd:fpactls:fpdqremd:fpmctlfs:fpmctlss:fpmexps:fpmrctls:fpromrs:idqued:idxlat0d:idxlat456d:iecrud:ieslowcts:ifiqc:ifsnps:iqcmons:mccompensator:micrctlc:mifctlcs:misctlcs:mlctlc:mldfxd:mlpics:mlprefs:mlsnps:mltagstlrd:mosld:mpcbobgfus:mpcbotrks:mpcohtrks:msdecn:ncevnts:ncradecs:pmhsyns:ractlc:roctlregc:roperfs:sawcompensator:sisttnic,clk->(5) datap->(139) regf->(140) rls->(2006)
yg0inn10nn1e3,1,0,-7830,0.58,1.566,6,cbregs,rls->(1)
yg0inn10nn1e5,253,0,-7830,0.58,1.566,6,agdecfltc:agp1ctls:cbbottomd:cbingctls:cbismqs:cbpipes:cbregs:cbtopd:dcipctls:dcregs:dtctls:fpaaddd:fpaalgd:fpactls:fpmctlss:fpmrctls:fpromrs:idxlat0d:idxlat456d:ifsnps:micrctlc:mldfxd:mlsnps:mltagstlrd:mpcbobgfus:mpcohtrks:ncradecs:ractlc:roperfs,datap->(7) rls->(246)
yg0inn10nn1e7,147,0,-7830,0.58,1.566,6,agdecfltc:agp1ctls:cbingctls:cbismqs:cbpipes:cbregs:dcregs:dcrotated:dsbsortd:dtctls:fpaaddd:fpactls:fpmctlss:fpromrs:idxlat0d:idxlat456d:mldfxd:mlsnps:mpcohtrks:ncradecs:ractlc:roperfs,datap->(6) rls->(141)
