YG CELL NAME,YG NOMINAL CELL NAME,YG WIDTH,YG HEIGHT,YG DEVCOUNT
yg0lsn03nnhb0,yg0lsn03nnhb0,1.624,1.566,16
yg0lsn03nnhc0,yg0lsn03nnhc0,1.624,1.566,16
yg0lsn03nnhd0,yg0lsn03nnhd0,1.972,1.566,20
yg0lsn03nnhe0,yg0lsn03nnhe0,2.088,1.566,22
yg0lsn03nnhf0,yg0lsn03nnhf0,2.32,1.566,28
yg0lsn03nnhg0,yg0lsn03nnhg0,3.016,1.566,38
yg0lsn03nnhh0,yg0lsn03nnhh0,4.524,1.566,59
yg0lsn08lnha0,yg0lsn08nnha0,1.624,1.566,16
yg0lsn08lnhb0,yg0lsn08nnhb0,1.624,1.566,16
yg0lsn08lnhc0,yg0lsn08nnhc0,1.624,1.566,16
yg0lsn08lnhd0,yg0lsn08nnhd0,1.972,1.566,20
yg0lsn08lnhe0,yg0lsn08nnhe0,2.088,1.566,22
yg0lsn08lnhf0,yg0lsn08nnhf0,2.32,1.566,26
yg0lsn08lnhg0,yg0lsn08nnhg0,3.132,1.566,39
yg0lsn08lnhh0,yg0lsn08nnhh0,4.524,1.566,59
yg0lsn08nnha0,yg0lsn08nnha0,1.624,1.566,16
yg0lsn08nnhb0,yg0lsn08nnhb0,1.624,1.566,16
yg0lsn08nnhc0,yg0lsn08nnhc0,1.624,1.566,16
yg0lsn08nnhd0,yg0lsn08nnhd0,1.972,1.566,20
yg0lsn08nnhe0,yg0lsn08nnhe0,2.088,1.566,22
yg0lsn08nnhf0,yg0lsn08nnhf0,2.32,1.566,26
yg0lsn08nnhg0,yg0lsn08nnhg0,3.132,1.566,39
yg0lsn08nnhh0,yg0lsn08nnhh0,4.524,1.566,59
yg0lsn43ln1a0,yg0lsn43nn1a0,1.74,1.566,24
yg0lsn43ln1b0,yg0lsn43nn1b0,1.856,1.566,24
yg0lsn43ln1c0,yg0lsn43nn1c0,1.972,1.566,24
yg0lsn43ln1d0,yg0lsn43nn1d0,2.088,1.566,24
yg0lsn43ln1e0,yg0lsn43nn1e0,2.668,1.566,30
yg0lsn43ln1f0,yg0lsn43nn1f0,3.016,1.566,32
yg0lsn43ln1g0,yg0lsn43nn1g0,3.596,1.566,42
yg0lsn43ln1h0,yg0lsn43nn1h0,4.756,1.566,58
yg0lsn43nn1a0,yg0lsn43nn1a0,1.74,1.566,24
yg0lsn43nn1b0,yg0lsn43nn1b0,1.856,1.566,24
yg0lsn43nn1c0,yg0lsn43nn1c0,1.972,1.566,24
yg0lsn43nn1d0,yg0lsn43nn1d0,2.088,1.566,24
yg0lsn43nn1e0,yg0lsn43nn1e0,2.668,1.566,30
yg0lsn43nn1f0,yg0lsn43nn1f0,3.016,1.566,32
yg0lsn43nn1g0,yg0lsn43nn1g0,3.596,1.566,42
yg0lsn43nn1h0,yg0lsn43nn1h0,4.756,1.566,58
yg0lsn48ln1a0,yg0lsn48nn1a0,1.624,1.566,22
yg0lsn48ln1b0,yg0lsn48nn1b0,1.74,1.566,22
yg0lsn48ln1c0,yg0lsn48nn1c0,1.74,1.566,22
yg0lsn48ln1d0,yg0lsn48nn1d0,1.972,1.566,22
yg0lsn48ln1e0,yg0lsn48nn1e0,2.9,1.566,28
yg0lsn48ln1f0,yg0lsn48nn1f0,3.132,1.566,30
yg0lsn48ln1g0,yg0lsn48nn1g0,4.06,1.566,43
yg0lsn48ln1h0,yg0lsn48nn1h0,4.756,1.566,56
yg0lsn48nn1a0,yg0lsn48nn1a0,1.624,1.566,22
yg0lsn48nn1b0,yg0lsn48nn1b0,1.74,1.566,22
yg0lsn48nn1c0,yg0lsn48nn1c0,1.74,1.566,22
yg0lsn48nn1d0,yg0lsn48nn1d0,1.972,1.566,22
yg0lsn48nn1e0,yg0lsn48nn1e0,2.9,1.566,28
yg0lsn48nn1f0,yg0lsn48nn1f0,3.132,1.566,30
yg0lsn48nn1g0,yg0lsn48nn1g0,4.06,1.566,43
yg0lsn48nn1h0,yg0lsn48nn1h0,4.756,1.566,56
yg0lsn83lnha0,yg0lsn83nnha0,1.624,1.566,16
yg0lsn83lnhb0,yg0lsn83nnhb0,1.624,1.566,16
yg0lsn83lnhc0,yg0lsn83nnhc0,1.624,1.566,16
yg0lsn83lnhd0,yg0lsn83nnhd0,1.972,1.566,20
yg0lsn83lnhe0,yg0lsn83nnhe0,2.088,1.566,22
yg0lsn83lnhf0,yg0lsn83nnhf0,2.436,1.566,29
yg0lsn83lnhg0,yg0lsn83nnhg0,3.48,1.566,40
yg0lsn83lnhh0,yg0lsn83nnhh0,4.64,1.566,60
yg0lsn83nnha0,yg0lsn83nnha0,1.624,1.566,16
yg0lsn83nnhb0,yg0lsn83nnhb0,1.624,1.566,16
yg0lsn83nnhc0,yg0lsn83nnhc0,1.624,1.566,16
yg0lsn83nnhd0,yg0lsn83nnhd0,1.972,1.566,20
yg0lsn83nnhe0,yg0lsn83nnhe0,2.088,1.566,22
yg0lsn83nnhf0,yg0lsn83nnhf0,2.436,1.566,29
yg0lsn83nnhg0,yg0lsn83nnhg0,3.48,1.566,40
yg0lsn83nnhh0,yg0lsn83nnhh0,4.64,1.566,60
yg0lsn88lnha0,yg0lsn88nnha0,1.624,1.566,16
yg0lsn88lnhb0,yg0lsn88nnhb0,1.624,1.566,16
yg0lsn88lnhc0,yg0lsn88nnhc0,1.624,1.566,16
yg0lsn88lnhd0,yg0lsn88nnhd0,1.972,1.566,20
yg0lsn88lnhe0,yg0lsn88nnhe0,2.088,1.566,22
yg0lsn88lnhf0,yg0lsn88nnhf0,2.436,1.566,27
yg0lsn88lnhg0,yg0lsn88nnhg0,3.48,1.566,41
yg0lsn88lnhh0,yg0lsn88nnhh0,4.64,1.566,60
yg0lsn88nnha0,yg0lsn88nnha0,1.624,1.566,16
yg0lsn88nnhb0,yg0lsn88nnhb0,1.624,1.566,16
yg0lsn88nnhc0,yg0lsn88nnhc0,1.624,1.566,16
yg0lsn88nnhd0,yg0lsn88nnhd0,1.972,1.566,20
yg0lsn88nnhe0,yg0lsn88nnhe0,2.088,1.566,22
yg0lsn88nnhf0,yg0lsn88nnhf0,2.436,1.566,27
yg0lsn88nnhg0,yg0lsn88nnhg0,3.48,1.566,41
yg0lsn88nnhh0,yg0lsn88nnhh0,4.64,1.566,60
yg0lsx03ldhh0,yg0lsx03ndhh0,3.48,3.132,84
yg0lsx03lnha0,yg0lsx03nnha0,3.364,1.566,41
yg0lsx03lnhb0,yg0lsx03nnhb0,3.364,1.566,41
yg0lsx03lnhc0,yg0lsx03nnhc0,3.364,1.566,41
yg0lsx03lnhd0,yg0lsx03nnhd0,3.712,1.566,45
yg0lsx03lnhe0,yg0lsx03nnhe0,3.828,1.566,47
yg0lsx03lnhf0,yg0lsx03nnhf0,4.06,1.566,53
yg0lsx03lnhg0,yg0lsx03nnhg0,4.872,1.566,63
yg0lsx03ndhh0,yg0lsx03ndhh0,3.48,3.132,84
yg0lsx03nnha0,yg0lsx03nnha0,3.364,1.566,41
yg0lsx03nnhb0,yg0lsx03nnhb0,3.364,1.566,41
yg0lsx03nnhc0,yg0lsx03nnhc0,3.364,1.566,41
yg0lsx03nnhd0,yg0lsx03nnhd0,3.712,1.566,45
yg0lsx03nnhe0,yg0lsx03nnhe0,3.828,1.566,47
yg0lsx03nnhf0,yg0lsx03nnhf0,4.06,1.566,53
yg0lsx03nnhg0,yg0lsx03nnhg0,4.872,1.566,63
yg0lsx08lnha0,yg0lsx08nnha0,3.364,1.566,41
yg0lsx08lnhb0,yg0lsx08nnhb0,3.364,1.566,41
yg0lsx08lnhc0,yg0lsx08nnhc0,3.364,1.566,41
yg0lsx08lnhd0,yg0lsx08nnhd0,3.712,1.566,45
yg0lsx08lnhe0,yg0lsx08nnhe0,3.828,1.566,47
yg0lsx08lnhf0,yg0lsx08nnhf0,4.06,1.566,51
yg0lsx08lnhg0,yg0lsx08nnhg0,4.988,1.566,64
yg0lsx08lnhh0,yg0lsx08nnhh0,6.38,1.566,84
yg0lsx08nnha0,yg0lsx08nnha0,3.364,1.566,41
yg0lsx08nnhb0,yg0lsx08nnhb0,3.364,1.566,41
yg0lsx08nnhc0,yg0lsx08nnhc0,3.364,1.566,41
yg0lsx08nnhd0,yg0lsx08nnhd0,3.712,1.566,45
yg0lsx08nnhe0,yg0lsx08nnhe0,3.828,1.566,47
yg0lsx08nnhf0,yg0lsx08nnhf0,4.06,1.566,51
yg0lsx08nnhg0,yg0lsx08nnhg0,4.988,1.566,64
yg0lsx08nnhh0,yg0lsx08nnhh0,6.38,1.566,84
yg0lsx43lnha0,yg0lsx43nnha0,3.48,1.566,49
yg0lsx43lnhb0,yg0lsx43nnhb0,3.828,1.566,49
yg0lsx43lnhc0,yg0lsx43nnhc0,3.944,1.566,49
yg0lsx43lnhd0,yg0lsx43nnhd0,4.06,1.566,49
yg0lsx43lnhe0,yg0lsx43nnhe0,4.524,1.566,55
yg0lsx43lnhf0,yg0lsx43nnhf0,4.872,1.566,57
yg0lsx43lnhg0,yg0lsx43nnhg0,5.22,1.566,67
yg0lsx43lnhh0,yg0lsx43nnhh0,6.496,1.566,83
yg0lsx43nnha0,yg0lsx43nnha0,3.48,1.566,49
yg0lsx43nnhb0,yg0lsx43nnhb0,3.828,1.566,49
yg0lsx43nnhc0,yg0lsx43nnhc0,3.944,1.566,49
yg0lsx43nnhd0,yg0lsx43nnhd0,4.06,1.566,49
yg0lsx43nnhe0,yg0lsx43nnhe0,4.524,1.566,55
yg0lsx43nnhf0,yg0lsx43nnhf0,4.872,1.566,57
yg0lsx43nnhg0,yg0lsx43nnhg0,5.22,1.566,67
yg0lsx43nnhh0,yg0lsx43nnhh0,6.496,1.566,83
yg0lsx48lnha0,yg0lsx48nnha0,3.48,1.566,47
yg0lsx48lnhb0,yg0lsx48nnhb0,3.712,1.566,47
yg0lsx48lnhc0,yg0lsx48nnhc0,3.828,1.566,47
yg0lsx48lnhd0,yg0lsx48nnhd0,3.828,1.566,47
yg0lsx48lnhe0,yg0lsx48nnhe0,4.292,1.566,53
yg0lsx48lnhf0,yg0lsx48nnhf0,4.756,1.566,55
yg0lsx48lnhg0,yg0lsx48nnhg0,5.568,1.566,68
yg0lsx48lnhh0,yg0lsx48nnhh0,6.38,1.566,81
yg0lsx48nnha0,yg0lsx48nnha0,3.48,1.566,47
yg0lsx48nnhb0,yg0lsx48nnhb0,3.712,1.566,47
yg0lsx48nnhc0,yg0lsx48nnhc0,3.828,1.566,47
yg0lsx48nnhd0,yg0lsx48nnhd0,3.828,1.566,47
yg0lsx48nnhe0,yg0lsx48nnhe0,4.292,1.566,53
yg0lsx48nnhf0,yg0lsx48nnhf0,4.756,1.566,55
yg0lsx48nnhg0,yg0lsx48nnhg0,5.568,1.566,68
yg0lsx48nnhh0,yg0lsx48nnhh0,6.38,1.566,81
yg0ltn00ln1a0,yg0ltn00nn1a0,1.16,1.566,14
yg0ltn00ln1a5,yg0ltn00nn1a5,1.16,1.566,14
yg0ltn00ln1b0,yg0ltn00nn1b0,1.16,1.566,14
yg0ltn00ln1b5,yg0ltn00nn1b5,1.16,1.566,14
yg0ltn00ln1c0,yg0ltn00nn1c0,1.16,1.566,14
yg0ltn00ln1c5,yg0ltn00nn1c5,1.16,1.566,14
yg0ltn00ln1d0,yg0ltn00nn1d0,1.276,1.566,14
yg0ltn00ln1d5,yg0ltn00nn1d5,1.392,1.566,16
yg0ltn00ln1e0,yg0ltn00nn1e0,1.392,1.566,16
yg0ltn00ln1e5,yg0ltn00nn1e5,1.508,1.566,18
yg0ltn00ln1f0,yg0ltn00nn1f0,1.856,1.566,22
yg0ltn00ln1f5,yg0ltn00nn1f5,2.088,1.566,24
yg0ltn00ln1g0,yg0ltn00nn1g0,2.436,1.566,32
yg0ltn00ln1g5,yg0ltn00nn1g5,3.016,1.566,34
yg0ltn00ln1h0,yg0ltn00nn1h0,3.48,1.566,44
yg0ltn00ln1h5,yg0ltn00nn1h5,4.176,1.566,54
yg0ltn00ln1i0,yg0ltn00nn1i0,4.756,1.566,65
yg0ltn00nn1a0,yg0ltn00nn1a0,1.16,1.566,14
yg0ltn00nn1a5,yg0ltn00nn1a5,1.16,1.566,14
yg0ltn00nn1b0,yg0ltn00nn1b0,1.16,1.566,14
yg0ltn00nn1b5,yg0ltn00nn1b5,1.16,1.566,14
yg0ltn00nn1c0,yg0ltn00nn1c0,1.16,1.566,14
yg0ltn00nn1c5,yg0ltn00nn1c5,1.16,1.566,14
yg0ltn00nn1d0,yg0ltn00nn1d0,1.276,1.566,14
yg0ltn00nn1d5,yg0ltn00nn1d5,1.392,1.566,16
yg0ltn00nn1e0,yg0ltn00nn1e0,1.392,1.566,16
yg0ltn00nn1e5,yg0ltn00nn1e5,1.508,1.566,18
yg0ltn00nn1f0,yg0ltn00nn1f0,1.856,1.566,22
yg0ltn00nn1f5,yg0ltn00nn1f5,2.088,1.566,24
yg0ltn00nn1g0,yg0ltn00nn1g0,2.436,1.566,32
yg0ltn00nn1g5,yg0ltn00nn1g5,3.016,1.566,34
yg0ltn00nn1h0,yg0ltn00nn1h0,3.48,1.566,44
yg0ltn00nn1h5,yg0ltn00nn1h5,4.176,1.566,54
yg0ltn00nn1i0,yg0ltn00nn1i0,4.756,1.566,65
yg0ltn10ln1a0,yg0ltn10nn1a0,0.928,1.566,12
yg0ltn10ln1a5,yg0ltn10nn1a5,0.928,1.566,12
yg0ltn10ln1b0,yg0ltn10nn1b0,0.928,1.566,12
yg0ltn10ln1b5,yg0ltn10nn1b5,0.928,1.566,12
yg0ltn10ln1c0,yg0ltn10nn1c0,0.928,1.566,12
yg0ltn10ln1c5,yg0ltn10nn1c5,0.928,1.566,12
yg0ltn10ln1d0,yg0ltn10nn1d0,1.044,1.566,12
yg0ltn10ln1d5,yg0ltn10nn1d5,1.044,1.566,12
yg0ltn10ln1e0,yg0ltn10nn1e0,1.044,1.566,12
yg0ltn10ln1e5,yg0ltn10nn1e5,1.044,1.566,12
yg0ltn10ln1f0,yg0ltn10nn1f0,1.276,1.566,16
yg0ltn10ln1f5,yg0ltn10nn1f5,1.392,1.566,16
yg0ltn10ln1g0,yg0ltn10nn1g0,1.624,1.566,20
yg0ltn10ln1g5,yg0ltn10nn1g5,1.972,1.566,20
yg0ltn10ln1h0,yg0ltn10nn1h0,2.088,1.566,24
yg0ltn10ln1h5,yg0ltn10nn1h5,2.436,1.566,28
yg0ltn10ln1i0,yg0ltn10nn1i0,2.668,1.566,33
yg0ltn10ln1i5,yg0ltn10nn1i5,3.364,1.566,45
yg0ltn10ln1j0,yg0ltn10nn1j0,3.828,1.566,53
yg0ltn10nn1a0,yg0ltn10nn1a0,0.928,1.566,12
yg0ltn10nn1a5,yg0ltn10nn1a5,0.928,1.566,12
yg0ltn10nn1b0,yg0ltn10nn1b0,0.928,1.566,12
yg0ltn10nn1b5,yg0ltn10nn1b5,0.928,1.566,12
yg0ltn10nn1c0,yg0ltn10nn1c0,0.928,1.566,12
yg0ltn10nn1c5,yg0ltn10nn1c5,0.928,1.566,12
yg0ltn10nn1d0,yg0ltn10nn1d0,1.044,1.566,12
yg0ltn10nn1d5,yg0ltn10nn1d5,1.044,1.566,12
yg0ltn10nn1e0,yg0ltn10nn1e0,1.044,1.566,12
yg0ltn10nn1e5,yg0ltn10nn1e5,1.044,1.566,12
yg0ltn10nn1f0,yg0ltn10nn1f0,1.276,1.566,16
yg0ltn10nn1f5,yg0ltn10nn1f5,1.392,1.566,16
yg0ltn10nn1g0,yg0ltn10nn1g0,1.624,1.566,20
yg0ltn10nn1g5,yg0ltn10nn1g5,1.972,1.566,20
yg0ltn10nn1h0,yg0ltn10nn1h0,2.088,1.566,24
yg0ltn10nn1h5,yg0ltn10nn1h5,2.436,1.566,28
yg0ltn10nn1i0,yg0ltn10nn1i0,2.668,1.566,33
yg0ltn10nn1i5,yg0ltn10nn1i5,3.364,1.566,45
yg0ltn10nn1j0,yg0ltn10nn1j0,3.828,1.566,53
yg0ltn80ln1a0,yg0ltn80nn1a0,1.16,1.566,14
yg0ltn80ln1a5,yg0ltn80nn1a5,1.16,1.566,14
yg0ltn80ln1b0,yg0ltn80nn1b0,1.16,1.566,14
yg0ltn80ln1b5,yg0ltn80nn1b5,1.16,1.566,14
yg0ltn80ln1c0,yg0ltn80nn1c0,1.16,1.566,14
yg0ltn80ln1c5,yg0ltn80nn1c5,1.16,1.566,14
yg0ltn80ln1d0,yg0ltn80nn1d0,1.16,1.566,14
yg0ltn80ln1d5,yg0ltn80nn1d5,1.276,1.566,16
yg0ltn80ln1e0,yg0ltn80nn1e0,1.392,1.566,16
yg0ltn80ln1e5,yg0ltn80nn1e5,1.508,1.566,18
yg0ltn80ln1f0,yg0ltn80nn1f0,1.972,1.566,24
yg0ltn80ln1f5,yg0ltn80nn1f5,2.088,1.566,25
yg0ltn80ln1g0,yg0ltn80nn1g0,2.552,1.566,28
yg0ltn80ln1g5,yg0ltn80nn1g5,2.784,1.566,34
yg0ltn80ln1h0,yg0ltn80nn1h0,3.48,1.566,44
yg0ltn80ln1h5,yg0ltn80nn1h5,4.176,1.566,54
yg0ltn80ln1i0,yg0ltn80nn1i0,4.872,1.566,67
yg0ltn80nn1a0,yg0ltn80nn1a0,1.16,1.566,14
yg0ltn80nn1a5,yg0ltn80nn1a5,1.16,1.566,14
yg0ltn80nn1b0,yg0ltn80nn1b0,1.16,1.566,14
yg0ltn80nn1b5,yg0ltn80nn1b5,1.16,1.566,14
yg0ltn80nn1c0,yg0ltn80nn1c0,1.16,1.566,14
yg0ltn80nn1c5,yg0ltn80nn1c5,1.16,1.566,14
yg0ltn80nn1d0,yg0ltn80nn1d0,1.16,1.566,14
yg0ltn80nn1d5,yg0ltn80nn1d5,1.276,1.566,16
yg0ltn80nn1e0,yg0ltn80nn1e0,1.392,1.566,16
yg0ltn80nn1e5,yg0ltn80nn1e5,1.508,1.566,18
yg0ltn80nn1f0,yg0ltn80nn1f0,1.972,1.566,24
yg0ltn80nn1f5,yg0ltn80nn1f5,2.088,1.566,25
yg0ltn80nn1g0,yg0ltn80nn1g0,2.552,1.566,28
yg0ltn80nn1g5,yg0ltn80nn1g5,2.784,1.566,34
yg0ltn80nn1h0,yg0ltn80nn1h0,3.48,1.566,44
yg0ltn80nn1h5,yg0ltn80nn1h5,4.176,1.566,54
yg0ltn80nn1i0,yg0ltn80nn1i0,4.872,1.566,67
yg0ltn90ln1a0,yg0ltn90nn1a0,0.928,1.566,12
yg0ltn90ln1a5,yg0ltn90nn1a5,0.928,1.566,12
yg0ltn90ln1b0,yg0ltn90nn1b0,0.928,1.566,12
yg0ltn90ln1b5,yg0ltn90nn1b5,0.928,1.566,12
yg0ltn90ln1c0,yg0ltn90nn1c0,0.928,1.566,12
yg0ltn90ln1c5,yg0ltn90nn1c5,0.928,1.566,12
yg0ltn90ln1d0,yg0ltn90nn1d0,0.928,1.566,12
yg0ltn90ln1d5,yg0ltn90nn1d5,0.928,1.566,12
yg0ltn90ln1e0,yg0ltn90nn1e0,1.044,1.566,12
yg0ltn90ln1e5,yg0ltn90nn1e5,1.044,1.566,12
yg0ltn90ln1f0,yg0ltn90nn1f0,1.276,1.566,16
yg0ltn90ln1f5,yg0ltn90nn1f5,1.276,1.566,16
yg0ltn90ln1g0,yg0ltn90nn1g0,1.508,1.566,16
yg0ltn90ln1g5,yg0ltn90nn1g5,1.74,1.566,20
yg0ltn90ln1h0,yg0ltn90nn1h0,2.088,1.566,24
yg0ltn90ln1h5,yg0ltn90nn1h5,2.436,1.566,28
yg0ltn90ln1i0,yg0ltn90nn1i0,2.668,1.566,33
yg0ltn90ln1i5,yg0ltn90nn1i5,3.364,1.566,44
yg0ltn90ln1j0,yg0ltn90nn1j0,4.292,1.566,55
yg0ltn90nn1a0,yg0ltn90nn1a0,0.928,1.566,12
yg0ltn90nn1a5,yg0ltn90nn1a5,0.928,1.566,12
yg0ltn90nn1b0,yg0ltn90nn1b0,0.928,1.566,12
yg0ltn90nn1b5,yg0ltn90nn1b5,0.928,1.566,12
yg0ltn90nn1c0,yg0ltn90nn1c0,0.928,1.566,12
yg0ltn90nn1c5,yg0ltn90nn1c5,0.928,1.566,12
yg0ltn90nn1d0,yg0ltn90nn1d0,0.928,1.566,12
yg0ltn90nn1d5,yg0ltn90nn1d5,0.928,1.566,12
yg0ltn90nn1e0,yg0ltn90nn1e0,1.044,1.566,12
yg0ltn90nn1e5,yg0ltn90nn1e5,1.044,1.566,12
yg0ltn90nn1f0,yg0ltn90nn1f0,1.276,1.566,16
yg0ltn90nn1f5,yg0ltn90nn1f5,1.276,1.566,16
yg0ltn90nn1g0,yg0ltn90nn1g0,1.508,1.566,16
yg0ltn90nn1g5,yg0ltn90nn1g5,1.74,1.566,20
yg0ltn90nn1h0,yg0ltn90nn1h0,2.088,1.566,24
yg0ltn90nn1h5,yg0ltn90nn1h5,2.436,1.566,28
yg0ltn90nn1i0,yg0ltn90nn1i0,2.668,1.566,33
yg0ltn90nn1i5,yg0ltn90nn1i5,3.364,1.566,44
yg0ltn90nn1j0,yg0ltn90nn1j0,4.292,1.566,55
yg0ltx00lnha0,yg0ltx00nnha0,2.784,1.566,39
yg0ltx00lnha5,yg0ltx00nnha5,2.784,1.566,39
yg0ltx00lnhb0,yg0ltx00nnhb0,2.784,1.566,39
yg0ltx00lnhb5,yg0ltx00nnhb5,2.784,1.566,39
yg0ltx00lnhc0,yg0ltx00nnhc0,2.784,1.566,39
yg0ltx00lnhc5,yg0ltx00nnhc5,2.784,1.566,39
yg0ltx00lnhd0,yg0ltx00nnhd0,2.784,1.566,39
yg0ltx00lnhd5,yg0ltx00nnhd5,2.9,1.566,41
yg0ltx00lnhe0,yg0ltx00nnhe0,3.016,1.566,41
yg0ltx00lnhe5,yg0ltx00nnhe5,3.132,1.566,43
yg0ltx00lnhf0,yg0ltx00nnhf0,3.596,1.566,47
yg0ltx00lnhf5,yg0ltx00nnhf5,3.712,1.566,49
yg0ltx00lnhg0,yg0ltx00nnhg0,4.292,1.566,57
yg0ltx00lnhg5,yg0ltx00nnhg5,4.408,1.566,59
yg0ltx00lnhh0,yg0ltx00nnhh0,5.104,1.566,69
yg0ltx00lnhh5,yg0ltx00nnhh5,5.568,1.566,79
yg0ltx00lnhi0,yg0ltx00nnhi0,6.38,1.566,90
yg0ltx00nnha0,yg0ltx00nnha0,2.784,1.566,39
yg0ltx00nnha5,yg0ltx00nnha5,2.784,1.566,39
yg0ltx00nnhb0,yg0ltx00nnhb0,2.784,1.566,39
yg0ltx00nnhb5,yg0ltx00nnhb5,2.784,1.566,39
yg0ltx00nnhc0,yg0ltx00nnhc0,2.784,1.566,39
yg0ltx00nnhc5,yg0ltx00nnhc5,2.784,1.566,39
yg0ltx00nnhd0,yg0ltx00nnhd0,2.784,1.566,39
yg0ltx00nnhd5,yg0ltx00nnhd5,2.9,1.566,41
yg0ltx00nnhe0,yg0ltx00nnhe0,3.016,1.566,41
yg0ltx00nnhe5,yg0ltx00nnhe5,3.132,1.566,43
yg0ltx00nnhf0,yg0ltx00nnhf0,3.596,1.566,47
yg0ltx00nnhf5,yg0ltx00nnhf5,3.712,1.566,49
yg0ltx00nnhg0,yg0ltx00nnhg0,4.292,1.566,57
yg0ltx00nnhg5,yg0ltx00nnhg5,4.408,1.566,59
yg0ltx00nnhh0,yg0ltx00nnhh0,5.104,1.566,69
yg0ltx00nnhh5,yg0ltx00nnhh5,5.568,1.566,79
yg0ltx00nnhi0,yg0ltx00nnhi0,6.38,1.566,90
yg0ltx10lnha0,yg0ltx10nnha0,2.552,1.566,37
yg0ltx10lnha5,yg0ltx10nnha5,2.552,1.566,37
yg0ltx10lnhb0,yg0ltx10nnhb0,2.552,1.566,37
yg0ltx10lnhb5,yg0ltx10nnhb5,2.552,1.566,37
yg0ltx10lnhc0,yg0ltx10nnhc0,2.552,1.566,37
yg0ltx10lnhc5,yg0ltx10nnhc5,2.552,1.566,37
yg0ltx10lnhd0,yg0ltx10nnhd0,2.552,1.566,37
yg0ltx10lnhd5,yg0ltx10nnhd5,2.552,1.566,37
yg0ltx10lnhe0,yg0ltx10nnhe0,2.668,1.566,37
yg0ltx10lnhe5,yg0ltx10nnhe5,2.668,1.566,37
yg0ltx10lnhf0,yg0ltx10nnhf0,3.016,1.566,41
yg0ltx10lnhf5,yg0ltx10nnhf5,3.016,1.566,41
yg0ltx10lnhg0,yg0ltx10nnhg0,3.48,1.566,45
yg0ltx10lnhg5,yg0ltx10nnhg5,3.364,1.566,45
yg0ltx10lnhh0,yg0ltx10nnhh0,3.712,1.566,49
yg0ltx10lnhh5,yg0ltx10nnhh5,3.828,1.566,53
yg0ltx10lnhi0,yg0ltx10nnhi0,4.408,1.566,58
yg0ltx10lnhi5,yg0ltx10nnhi5,5.22,1.566,69
yg0ltx10lnhj0,yg0ltx10nnhj0,5.568,1.566,78
yg0ltx10nnha0,yg0ltx10nnha0,2.552,1.566,37
yg0ltx10nnha5,yg0ltx10nnha5,2.552,1.566,37
yg0ltx10nnhb0,yg0ltx10nnhb0,2.552,1.566,37
yg0ltx10nnhb5,yg0ltx10nnhb5,2.552,1.566,37
yg0ltx10nnhc0,yg0ltx10nnhc0,2.552,1.566,37
yg0ltx10nnhc5,yg0ltx10nnhc5,2.552,1.566,37
yg0ltx10nnhd0,yg0ltx10nnhd0,2.552,1.566,37
yg0ltx10nnhd5,yg0ltx10nnhd5,2.552,1.566,37
yg0ltx10nnhe0,yg0ltx10nnhe0,2.668,1.566,37
yg0ltx10nnhe5,yg0ltx10nnhe5,2.668,1.566,37
yg0ltx10nnhf0,yg0ltx10nnhf0,3.016,1.566,41
yg0ltx10nnhf5,yg0ltx10nnhf5,3.016,1.566,41
yg0ltx10nnhg0,yg0ltx10nnhg0,3.48,1.566,45
yg0ltx10nnhg5,yg0ltx10nnhg5,3.364,1.566,45
yg0ltx10nnhh0,yg0ltx10nnhh0,3.712,1.566,49
yg0ltx10nnhh5,yg0ltx10nnhh5,3.828,1.566,53
yg0ltx10nnhi0,yg0ltx10nnhi0,4.408,1.566,58
yg0ltx10nnhi5,yg0ltx10nnhi5,5.22,1.566,69
yg0ltx10nnhj0,yg0ltx10nnhj0,5.568,1.566,78
yg0lun10lnha0,yg0lun10nnha0,1.16,1.566,12
yg0lun10lnha3,yg0lun10nnha3,1.16,1.566,12
yg0lun10lnha5,yg0lun10nnha5,1.16,1.566,12
yg0lun10lnha7,yg0lun10nnha7,1.16,1.566,12
yg0lun10lnhb0,yg0lun10nnhb0,1.16,1.566,12
yg0lun10lnhb3,yg0lun10nnhb3,1.16,1.566,12
yg0lun10lnhb5,yg0lun10nnhb5,1.16,1.566,12
yg0lun10lnhb7,yg0lun10nnhb7,1.16,1.566,12
yg0lun10lnhc0,yg0lun10nnhc0,1.16,1.566,12
yg0lun10lnhc3,yg0lun10nnhc3,1.16,1.566,12
yg0lun10lnhc5,yg0lun10nnhc5,1.16,1.566,12
yg0lun10lnhc7,yg0lun10nnhc7,1.16,1.566,12
yg0lun10lnhd0,yg0lun10nnhd0,1.16,1.566,12
yg0lun10lnhd3,yg0lun10nnhd3,1.16,1.566,12
yg0lun10lnhd5,yg0lun10nnhd5,1.16,1.566,12
yg0lun10lnhd7,yg0lun10nnhd7,1.16,1.566,12
yg0lun10lnhe0,yg0lun10nnhe0,1.16,1.566,12
yg0lun10lnhe3,yg0lun10nnhe3,1.392,1.566,14
yg0lun10lnhe5,yg0lun10nnhe5,1.392,1.566,14
yg0lun10lnhe7,yg0lun10nnhe7,1.392,1.566,14
yg0lun10lnhf0,yg0lun10nnhf0,1.392,1.566,14
yg0lun10lnhf3,yg0lun10nnhf3,1.392,1.566,14
yg0lun10lnhf5,yg0lun10nnhf5,1.508,1.566,16
