YG CELL NAME,YG NOMINAL CELL NAME,YG WIDTH,YG HEIGHT,YG DEVCOUNT
yg0cam02nn1c0,yg0cam02nn1c0,1.624,1.566,18
yg0cam02nn1d0,yg0cam02nn1d0,2.088,1.566,26
yg0cam03ld1g0,yg0cam03nd1g0,2.552,3.132,57
yg0cam03ld1g3,yg0cam03nd1g3,2.784,3.132,63
yg0cam03ld1g5,yg0cam03nd1g5,3.016,3.132,68
yg0cam03ld1g7,yg0cam03nd1g7,3.248,3.132,74
yg0cam03ld1h0,yg0cam03nd1h0,3.48,3.132,84
yg0cam03ln1a0,yg0cam03nn1a0,0.696,1.566,9
yg0cam03ln1a3,yg0cam03nn1a3,0.696,1.566,8
yg0cam03ln1a5,yg0cam03nn1a5,0.696,1.566,8
yg0cam03ln1a7,yg0cam03nn1a7,0.812,1.566,8
yg0cam03ln1b0,yg0cam03nn1b0,0.812,1.566,8
yg0cam03ln1b3,yg0cam03nn1b3,0.812,1.566,8
yg0cam03ln1b5,yg0cam03nn1b5,0.812,1.566,8
yg0cam03ln1b7,yg0cam03nn1b7,0.928,1.566,10
yg0cam03ln1c0,yg0cam03nn1c0,0.928,1.566,10
yg0cam03ln1c3,yg0cam03nn1c3,1.16,1.566,12
yg0cam03ln1c5,yg0cam03nn1c5,1.16,1.566,12
yg0cam03ln1c7,yg0cam03nn1c7,1.16,1.566,12
yg0cam03ln1d0,yg0cam03nn1d0,1.392,1.566,16
yg0cam03ln1d3,yg0cam03nn1d3,1.392,1.566,16
yg0cam03ln1d5,yg0cam03nn1d5,1.624,1.566,18
yg0cam03ln1d7,yg0cam03nn1d7,1.624,1.566,18
yg0cam03ln1e0,yg0cam03nn1e0,1.856,1.566,24
yg0cam03ln1e3,yg0cam03nn1e3,1.856,1.566,24
yg0cam03ln1e5,yg0cam03nn1e5,2.088,1.566,26
yg0cam03ln1e7,yg0cam03nn1e7,2.32,1.566,28
yg0cam03ln1f0,yg0cam03nn1f0,2.552,1.566,34
yg0cam03ln1f3,yg0cam03nn1f3,3.016,1.566,38
yg0cam03ln1f5,yg0cam03nn1f5,3.248,1.566,42
yg0cam03ln1f7,yg0cam03nn1f7,3.248,1.566,45
yg0cam03nd1g0,yg0cam03nd1g0,2.552,3.132,57
yg0cam03nd1g3,yg0cam03nd1g3,2.784,3.132,63
yg0cam03nd1g5,yg0cam03nd1g5,3.016,3.132,68
yg0cam03nd1g7,yg0cam03nd1g7,3.248,3.132,74
yg0cam03nd1h0,yg0cam03nd1h0,3.48,3.132,84
yg0cam03nn1a0,yg0cam03nn1a0,0.696,1.566,9
yg0cam03nn1a3,yg0cam03nn1a3,0.696,1.566,8
yg0cam03nn1a5,yg0cam03nn1a5,0.696,1.566,8
yg0cam03nn1a7,yg0cam03nn1a7,0.812,1.566,8
yg0cam03nn1b0,yg0cam03nn1b0,0.812,1.566,8
yg0cam03nn1b3,yg0cam03nn1b3,0.812,1.566,8
yg0cam03nn1b5,yg0cam03nn1b5,0.812,1.566,8
yg0cam03nn1b7,yg0cam03nn1b7,0.928,1.566,10
yg0cam03nn1c0,yg0cam03nn1c0,0.928,1.566,10
yg0cam03nn1c3,yg0cam03nn1c3,1.16,1.566,12
yg0cam03nn1c5,yg0cam03nn1c5,1.16,1.566,12
yg0cam03nn1c7,yg0cam03nn1c7,1.16,1.566,12
yg0cam03nn1d0,yg0cam03nn1d0,1.392,1.566,16
yg0cam03nn1d3,yg0cam03nn1d3,1.392,1.566,16
yg0cam03nn1d5,yg0cam03nn1d5,1.624,1.566,18
yg0cam03nn1d7,yg0cam03nn1d7,1.624,1.566,18
yg0cam03nn1e0,yg0cam03nn1e0,1.856,1.566,24
yg0cam03nn1e3,yg0cam03nn1e3,1.856,1.566,24
yg0cam03nn1e5,yg0cam03nn1e5,2.088,1.566,26
yg0cam03nn1e7,yg0cam03nn1e7,2.32,1.566,28
yg0cam03nn1f0,yg0cam03nn1f0,2.552,1.566,34
yg0cam03nn1f3,yg0cam03nn1f3,3.016,1.566,38
yg0cam03nn1f5,yg0cam03nn1f5,3.248,1.566,42
yg0cam03nn1f7,yg0cam03nn1f7,3.248,1.566,45
yg0cam04ld1f0,yg0cam04nd1f0,2.552,3.132,66
yg0cam04ld1g0,yg0cam04nd1g0,3.944,3.132,107
yg0cam04ln1a0,yg0cam04nn1a0,0.812,1.566,8
yg0cam04ln1b0,yg0cam04nn1b0,1.16,1.566,12
yg0cam04ln1c0,yg0cam04nn1c0,1.508,1.566,18
yg0cam04ln1d0,yg0cam04nn1d0,1.972,1.566,26
yg0cam04ln1e0,yg0cam04nn1e0,2.9,1.566,40
yg0cam04nd1f0,yg0cam04nd1f0,2.552,3.132,66
yg0cam04nd1g0,yg0cam04nd1g0,3.944,3.132,107
yg0cam04nn1a0,yg0cam04nn1a0,0.812,1.566,8
yg0cam04nn1b0,yg0cam04nn1b0,1.16,1.566,12
yg0cam04nn1c0,yg0cam04nn1c0,1.508,1.566,18
yg0cam04nn1d0,yg0cam04nn1d0,1.972,1.566,26
yg0cam04nn1e0,yg0cam04nn1e0,2.9,1.566,40
yg0cam05ld1f0,yg0cam05nd1f0,1.972,3.132,48
yg0cam05ld1g0,yg0cam05nd1g0,3.132,3.132,76
yg0cam05ln1a0,yg0cam05nn1a0,0.928,1.566,10
yg0cam05ln1b0,yg0cam05nn1b0,0.928,1.566,10
yg0cam05ln1c0,yg0cam05nn1c0,1.16,1.566,13
yg0cam05ln1d0,yg0cam05nn1d0,1.74,1.566,21
yg0cam05ln1e0,yg0cam05nn1e0,2.32,1.566,31
yg0cam05nd1f0,yg0cam05nd1f0,1.972,3.132,48
yg0cam05nd1g0,yg0cam05nd1g0,3.132,3.132,76
yg0cam05nn1a0,yg0cam05nn1a0,0.928,1.566,10
yg0cam05nn1b0,yg0cam05nn1b0,0.928,1.566,10
yg0cam05nn1c0,yg0cam05nn1c0,1.16,1.566,13
yg0cam05nn1d0,yg0cam05nn1d0,1.74,1.566,21
yg0cam05nn1e0,yg0cam05nn1e0,2.32,1.566,31
yg0cam09ld1e0,yg0cam09nd1e0,3.016,3.132,60
yg0cam09ld1f0,yg0cam09nd1f0,4.06,3.132,93
yg0cam09ln1a0,yg0cam09nn1a0,0.928,1.566,11
yg0cam09ln1b0,yg0cam09nn1b0,1.856,1.566,21
yg0cam09ln1c0,yg0cam09nn1c0,2.204,1.566,29
yg0cam09ln1d0,yg0cam09nn1d0,3.248,1.566,43
yg0cam09nd1e0,yg0cam09nd1e0,3.016,3.132,60
yg0cam09nd1f0,yg0cam09nd1f0,4.06,3.132,93
yg0cam09nn1a0,yg0cam09nn1a0,0.928,1.566,11
yg0cam09nn1b0,yg0cam09nn1b0,1.856,1.566,21
yg0cam09nn1c0,yg0cam09nn1c0,2.204,1.566,29
yg0cam09nn1d0,yg0cam09nn1d0,3.248,1.566,43
yg0cam10ld1d0,yg0cam10nd1d0,2.436,3.132,55
yg0cam10ld1e0,yg0cam10nd1e0,3.596,3.132,86
yg0cam10ln1a0,yg0cam10nn1a0,1.276,1.566,16
yg0cam10ln1b0,yg0cam10nn1b0,1.972,1.566,25
yg0cam10ln1c0,yg0cam10nn1c0,2.552,1.566,36
yg0cam10nd1d0,yg0cam10nd1d0,2.436,3.132,55
yg0cam10nd1e0,yg0cam10nd1e0,3.596,3.132,86
yg0cam10nn1a0,yg0cam10nn1a0,1.276,1.566,16
yg0cam10nn1b0,yg0cam10nn1b0,1.972,1.566,25
yg0cam10nn1c0,yg0cam10nn1c0,2.552,1.566,36
yg0cam11ld1h0,yg0cam11nd1h0,3.712,3.132,87
yg0cam11ln1b0,yg0cam11nn1b0,0.696,1.566,7
yg0cam11ln1b5,yg0cam11nn1b5,0.812,1.566,8
yg0cam11ln1c0,yg0cam11nn1c0,0.928,1.566,9
yg0cam11ln1c5,yg0cam11nn1c5,1.16,1.566,13
yg0cam11ln1d0,yg0cam11nn1d0,1.16,1.566,13
yg0cam11ln1d5,yg0cam11nn1d5,1.624,1.566,19
yg0cam11ln1e0,yg0cam11nn1e0,1.624,1.566,18
yg0cam11ln1e5,yg0cam11nn1e5,2.204,1.566,26
yg0cam11ln1f0,yg0cam11nn1f0,2.668,1.566,33
yg0cam11ln1f5,yg0cam11nn1f5,3.248,1.566,39
yg0cam11ln1g0,yg0cam11nn1g0,4.524,1.566,54
yg0cam11ln1g5,yg0cam11nn1g5,5.568,1.566,68
yg0cam11nd1h0,yg0cam11nd1h0,3.712,3.132,87
yg0cam11nn1b0,yg0cam11nn1b0,0.696,1.566,7
yg0cam11nn1b5,yg0cam11nn1b5,0.812,1.566,8
yg0cam11nn1c0,yg0cam11nn1c0,0.928,1.566,9
yg0cam11nn1c5,yg0cam11nn1c5,1.16,1.566,13
yg0cam11nn1d0,yg0cam11nn1d0,1.16,1.566,13
yg0cam11nn1d5,yg0cam11nn1d5,1.624,1.566,19
yg0cam11nn1e0,yg0cam11nn1e0,1.624,1.566,18
yg0cam11nn1e5,yg0cam11nn1e5,2.204,1.566,26
yg0cam11nn1f0,yg0cam11nn1f0,2.668,1.566,33
yg0cam11nn1f5,yg0cam11nn1f5,3.248,1.566,39
yg0cam11nn1g0,yg0cam11nn1g0,4.524,1.566,54
yg0cam11nn1g5,yg0cam11nn1g5,5.568,1.566,68
yg0cam41ln1a0,yg0cam41nn1a0,0.696,1.566,6
yg0cam41ln1b0,yg0cam41nn1b0,0.812,1.566,8
yg0cam41ln1c0,yg0cam41nn1c0,1.044,1.566,11
yg0cam41ln1d0,yg0cam41nn1d0,1.276,1.566,14
yg0cam41ln1e0,yg0cam41nn1e0,1.972,1.566,25
yg0cam41ln1f0,yg0cam41nn1f0,2.9,1.566,39
yg0cam41nn1a0,yg0cam41nn1a0,0.696,1.566,6
yg0cam41nn1b0,yg0cam41nn1b0,0.812,1.566,8
yg0cam41nn1c0,yg0cam41nn1c0,1.044,1.566,11
yg0cam41nn1d0,yg0cam41nn1d0,1.276,1.566,14
yg0cam41nn1e0,yg0cam41nn1e0,1.972,1.566,25
yg0cam41nn1f0,yg0cam41nn1f0,2.9,1.566,39
yg0cls00xnzd1,,0.464,1.566,0
yg0cls00xnzd2,,0.58,1.566,0
yg0cls00xnzd3,,0.696,1.566,0
yg0com01ld1h0,yg0com01nd1h0,1.972,3.132,47
yg0com01ld1h3,yg0com01nd1h3,2.32,3.132,58
yg0com01ld1h5,yg0com01nd1h5,2.436,3.132,62
yg0com01ld1h7,yg0com01nd1h7,2.784,3.132,69
yg0com01ld1i0,yg0com01nd1i0,3.364,3.132,83
yg0com01ln1a0,yg0com01nn1a0,0.58,1.566,6
yg0com01ln1a3,yg0com01nn1a3,0.58,1.566,6
yg0com01ln1a5,yg0com01nn1a5,0.58,1.566,6
yg0com01ln1a7,yg0com01nn1a7,0.58,1.566,6
yg0com01ln1b0,yg0com01nn1b0,0.58,1.566,6
yg0com01ln1b3,yg0com01nn1b3,0.58,1.566,6
yg0com01ln1b5,yg0com01nn1b5,0.58,1.566,6
yg0com01ln1b7,yg0com01nn1b7,0.58,1.566,6
yg0com01ln1c0,yg0com01nn1c0,0.58,1.566,6
yg0com01ln1c3,yg0com01nn1c3,0.696,1.566,6
yg0com01ln1c5,yg0com01nn1c5,0.696,1.566,6
yg0com01ln1c7,yg0com01nn1c7,1.044,1.566,9
yg0com01ln1d0,yg0com01nn1d0,1.044,1.566,9
yg0com01ln1d3,yg0com01nn1d3,1.16,1.566,10
yg0com01ln1d5,yg0com01nn1d5,1.16,1.566,12
yg0com01ln1d7,yg0com01nn1d7,1.16,1.566,12
yg0com01ln1e0,yg0com01nn1e0,1.276,1.566,15
yg0com01ln1e3,yg0com01nn1e3,1.276,1.566,15
yg0com01ln1e5,yg0com01nn1e5,1.276,1.566,16
yg0com01ln1e7,yg0com01nn1e7,1.276,1.566,16
yg0com01ln1f0,yg0com01nn1f0,1.74,1.566,21
yg0com01ln1f3,yg0com01nn1f3,1.856,1.566,24
yg0com01ln1f5,yg0com01nn1f5,1.856,1.566,24
yg0com01ln1f7,yg0com01nn1f7,1.972,1.566,28
yg0com01ln1g0,yg0com01nn1g0,2.436,1.566,33
yg0com01ln1g3,yg0com01nn1g3,2.668,1.566,38
yg0com01ln1g5,yg0com01nn1g5,3.016,1.566,39
yg0com01ln1g7,yg0com01nn1g7,3.248,1.566,45
yg0com01nd1h0,yg0com01nd1h0,1.972,3.132,47
yg0com01nd1h3,yg0com01nd1h3,2.32,3.132,58
yg0com01nd1h5,yg0com01nd1h5,2.436,3.132,62
yg0com01nd1h7,yg0com01nd1h7,2.784,3.132,69
yg0com01nd1i0,yg0com01nd1i0,3.364,3.132,83
yg0com01nn1a0,yg0com01nn1a0,0.58,1.566,6
yg0com01nn1a3,yg0com01nn1a3,0.58,1.566,6
yg0com01nn1a5,yg0com01nn1a5,0.58,1.566,6
yg0com01nn1a7,yg0com01nn1a7,0.58,1.566,6
yg0com01nn1b0,yg0com01nn1b0,0.58,1.566,6
yg0com01nn1b3,yg0com01nn1b3,0.58,1.566,6
yg0com01nn1b5,yg0com01nn1b5,0.58,1.566,6
yg0com01nn1b7,yg0com01nn1b7,0.58,1.566,6
yg0com01nn1c0,yg0com01nn1c0,0.58,1.566,6
yg0com01nn1c3,yg0com01nn1c3,0.696,1.566,6
yg0com01nn1c5,yg0com01nn1c5,0.696,1.566,6
yg0com01nn1c7,yg0com01nn1c7,1.044,1.566,9
yg0com01nn1d0,yg0com01nn1d0,1.044,1.566,9
yg0com01nn1d3,yg0com01nn1d3,1.16,1.566,10
yg0com01nn1d5,yg0com01nn1d5,1.16,1.566,12
yg0com01nn1d7,yg0com01nn1d7,1.16,1.566,12
yg0com01nn1e0,yg0com01nn1e0,1.276,1.566,15
yg0com01nn1e3,yg0com01nn1e3,1.276,1.566,15
yg0com01nn1e5,yg0com01nn1e5,1.276,1.566,16
yg0com01nn1e7,yg0com01nn1e7,1.276,1.566,16
yg0com01nn1f0,yg0com01nn1f0,1.74,1.566,21
yg0com01nn1f3,yg0com01nn1f3,1.856,1.566,24
yg0com01nn1f5,yg0com01nn1f5,1.856,1.566,24
yg0com01nn1f7,yg0com01nn1f7,1.972,1.566,28
yg0com01nn1g0,yg0com01nn1g0,2.436,1.566,33
yg0com01nn1g3,yg0com01nn1g3,2.668,1.566,38
yg0com01nn1g5,yg0com01nn1g5,3.016,1.566,39
yg0com01nn1g7,yg0com01nn1g7,3.248,1.566,45
yg0com02ld1g0,yg0com02nd1g0,2.204,3.132,51
yg0com02ld1g3,yg0com02nd1g3,2.552,3.132,61
yg0com02ld1g5,yg0com02nd1g5,2.668,3.132,69
yg0com02ld1g7,yg0com02nd1g7,2.784,3.132,75
yg0com02ld1h0,yg0com02nd1h0,3.132,3.132,85
yg0com02ln1a0,yg0com02nn1a0,0.812,1.566,8
yg0com02ln1a3,yg0com02nn1a3,0.812,1.566,8
yg0com02ln1a5,yg0com02nn1a5,0.812,1.566,8
yg0com02ln1a7,yg0com02nn1a7,0.812,1.566,8
yg0com02ln1b0,yg0com02nn1b0,0.812,1.566,8
yg0com02ln1b3,yg0com02nn1b3,0.812,1.566,8
yg0com02ln1b5,yg0com02nn1b5,0.812,1.566,8
yg0com02ln1b7,yg0com02nn1b7,0.812,1.566,8
yg0com02ln1c0,yg0com02nn1c0,1.16,1.566,12
yg0com02ln1c3,yg0com02nn1c3,1.276,1.566,15
yg0com02ln1c5,yg0com02nn1c5,1.276,1.566,15
yg0com02ln1c7,yg0com02nn1c7,1.276,1.566,15
yg0com02ln1d0,yg0com02nn1d0,1.276,1.566,15
yg0com02ln1d3,yg0com02nn1d3,1.508,1.566,18
yg0com02ln1d5,yg0com02nn1d5,1.508,1.566,18
yg0com02ln1d7,yg0com02nn1d7,1.508,1.566,18
yg0com02ln1e0,yg0com02nn1e0,1.624,1.566,22
yg0com02ln1e3,yg0com02nn1e3,1.972,1.566,27
yg0com02ln1e5,yg0com02nn1e5,1.972,1.566,27
yg0com02ln1e7,yg0com02nn1e7,2.436,1.566,35
yg0com02ln1f0,yg0com02nn1f0,2.436,1.566,35
yg0com02ln1f3,yg0com02nn1f3,2.784,1.566,39
yg0com02ln1f5,yg0com02nn1f5,3.016,1.566,41
yg0com02ln1f7,yg0com02nn1f7,3.364,1.566,46
yg0com02nd1g0,yg0com02nd1g0,2.204,3.132,51
yg0com02nd1g3,yg0com02nd1g3,2.552,3.132,61
yg0com02nd1g5,yg0com02nd1g5,2.668,3.132,69
yg0com02nd1g7,yg0com02nd1g7,2.784,3.132,75
yg0com02nd1h0,yg0com02nd1h0,3.132,3.132,85
yg0com02nn1a0,yg0com02nn1a0,0.812,1.566,8
yg0com02nn1a3,yg0com02nn1a3,0.812,1.566,8
yg0com02nn1a5,yg0com02nn1a5,0.812,1.566,8
yg0com02nn1a7,yg0com02nn1a7,0.812,1.566,8
yg0com02nn1b0,yg0com02nn1b0,0.812,1.566,8
yg0com02nn1b3,yg0com02nn1b3,0.812,1.566,8
yg0com02nn1b5,yg0com02nn1b5,0.812,1.566,8
yg0com02nn1b7,yg0com02nn1b7,0.812,1.566,8
yg0com02nn1c0,yg0com02nn1c0,1.16,1.566,12
yg0com02nn1c3,yg0com02nn1c3,1.276,1.566,15
yg0com02nn1c5,yg0com02nn1c5,1.276,1.566,15
yg0com02nn1c7,yg0com02nn1c7,1.276,1.566,15
yg0com02nn1d0,yg0com02nn1d0,1.276,1.566,15
yg0com02nn1d3,yg0com02nn1d3,1.508,1.566,18
yg0com02nn1d5,yg0com02nn1d5,1.508,1.566,18
yg0com02nn1d7,yg0com02nn1d7,1.508,1.566,18
yg0com02nn1e0,yg0com02nn1e0,1.624,1.566,22
yg0com02nn1e3,yg0com02nn1e3,1.972,1.566,27
yg0com02nn1e5,yg0com02nn1e5,1.972,1.566,27
yg0com02nn1e7,yg0com02nn1e7,2.436,1.566,35
yg0com02nn1f0,yg0com02nn1f0,2.436,1.566,35
yg0com02nn1f3,yg0com02nn1f3,2.784,1.566,39
yg0com02nn1f5,yg0com02nn1f5,3.016,1.566,41
yg0com02nn1f7,yg0com02nn1f7,3.364,1.566,46
yg0com03ld1e3,yg0com03nd1e3,2.204,3.132,48
yg0com03ld1e5,yg0com03nd1e5,2.32,3.132,50
yg0com03ld1e7,yg0com03nd1e7,2.552,3.132,58
yg0com03ld1f0,yg0com03nd1f0,2.784,3.132,64
yg0com03ld1f3,yg0com03nd1f3,3.016,3.132,72
yg0com03ld1f5,yg0com03nd1f5,3.364,3.132,84
yg0com03ld1f7,yg0com03nd1f7,3.596,3.132,90
yg0com03ld1g0,yg0com03nd1g0,3.944,3.132,104
yg0com03ld1g3,yg0com03nd1g3,4.408,3.132,120
yg0com03ld1g5,yg0com03nd1g5,5.104,3.132,136
yg0com03ld1g7,yg0com03nd1g7,5.22,3.132,147
yg0com03ln1a0,yg0com03nn1a0,0.812,1.566,8
yg0com03ln1a3,yg0com03nn1a3,0.812,1.566,8
yg0com03ln1a5,yg0com03nn1a5,0.812,1.566,8
yg0com03ln1a7,yg0com03nn1a7,1.16,1.566,10
yg0com03ln1b0,yg0com03nn1b0,1.16,1.566,10
yg0com03ln1b3,yg0com03nn1b3,1.392,1.566,14
yg0com03ln1b5,yg0com03nn1b5,1.392,1.566,16
yg0com03ln1b7,yg0com03nn1b7,1.392,1.566,16
yg0com03ln1c0,yg0com03nn1c0,1.624,1.566,20
yg0com03ln1c3,yg0com03nn1c3,1.624,1.566,20
yg0com03ln1c5,yg0com03nn1c5,1.624,1.566,24
yg0com03ln1c7,yg0com03nn1c7,1.624,1.566,24
yg0com03ln1d0,yg0com03nn1d0,1.972,1.566,28
yg0com03ln1d3,yg0com03nn1d3,2.088,1.566,30
yg0com03ln1d5,yg0com03nn1d5,2.436,1.566,35
yg0com03ln1d7,yg0com03nn1d7,2.436,1.566,35
yg0com03ln1e0,yg0com03nn1e0,2.9,1.566,42
yg0com03nd1e3,yg0com03nd1e3,2.204,3.132,48
yg0com03nd1e5,yg0com03nd1e5,2.32,3.132,50
yg0com03nd1e7,yg0com03nd1e7,2.552,3.132,58
yg0com03nd1f0,yg0com03nd1f0,2.784,3.132,64
yg0com03nd1f3,yg0com03nd1f3,3.016,3.132,72
yg0com03nd1f5,yg0com03nd1f5,3.364,3.132,84
yg0com03nd1f7,yg0com03nd1f7,3.596,3.132,90
yg0com03nd1g0,yg0com03nd1g0,3.944,3.132,104
yg0com03nd1g3,yg0com03nd1g3,4.408,3.132,120
yg0com03nd1g5,yg0com03nd1g5,5.104,3.132,136
yg0com03nd1g7,yg0com03nd1g7,5.22,3.132,147
yg0com03nn1a0,yg0com03nn1a0,0.812,1.566,8
yg0com03nn1a3,yg0com03nn1a3,0.812,1.566,8
yg0com03nn1a5,yg0com03nn1a5,0.812,1.566,8
yg0com03nn1a7,yg0com03nn1a7,1.16,1.566,10
yg0com03nn1b0,yg0com03nn1b0,1.16,1.566,10
yg0com03nn1b3,yg0com03nn1b3,1.392,1.566,14
yg0com03nn1b5,yg0com03nn1b5,1.392,1.566,16
yg0com03nn1b7,yg0com03nn1b7,1.392,1.566,16
yg0com03nn1c0,yg0com03nn1c0,1.624,1.566,20
yg0com03nn1c3,yg0com03nn1c3,1.624,1.566,20
yg0com03nn1c5,yg0com03nn1c5,1.624,1.566,24
yg0com03nn1c7,yg0com03nn1c7,1.624,1.566,24
yg0com03nn1d0,yg0com03nn1d0,1.972,1.566,28
yg0com03nn1d3,yg0com03nn1d3,2.088,1.566,30
yg0com03nn1d5,yg0com03nn1d5,2.436,1.566,35
yg0com03nn1d7,yg0com03nn1d7,2.436,1.566,35
yg0com03nn1e0,yg0com03nn1e0,2.9,1.566,42
yg0com04ld1e0,yg0com04nd1e0,1.972,3.132,41
yg0com04ld1f0,yg0com04nd1f0,3.016,3.132,66
yg0com04ld1g0,yg0com04nd1g0,4.176,3.132,104
yg0com04ln1a0,yg0com04nn1a0,0.928,1.566,8
yg0com04ln1b0,yg0com04nn1b0,1.392,1.566,13
yg0com04ln1c0,yg0com04nn1c0,1.508,1.566,19
yg0com04ln1d0,yg0com04nn1d0,2.204,1.566,24
yg0com04nd1e0,yg0com04nd1e0,1.972,3.132,41
yg0com04nd1f0,yg0com04nd1f0,3.016,3.132,66
yg0com04nd1g0,yg0com04nd1g0,4.176,3.132,104
yg0com04nn1a0,yg0com04nn1a0,0.928,1.566,8
yg0com04nn1b0,yg0com04nn1b0,1.392,1.566,13
yg0com04nn1c0,yg0com04nn1c0,1.508,1.566,19
yg0com04nn1d0,yg0com04nn1d0,2.204,1.566,24
yg0com07ld1f0,yg0com07nd1f0,2.204,3.132,51
yg0com07ld1g0,yg0com07nd1g0,3.364,3.132,83
yg0com07ln1a0,yg0com07nn1a0,1.16,1.566,12
yg0com07ln1b0,yg0com07nn1b0,1.16,1.566,11
yg0com07ln1c0,yg0com07nn1c0,1.508,1.566,13
yg0com07ln1d0,yg0com07nn1d0,1.856,1.566,22
yg0com07ln1e0,yg0com07nn1e0,2.552,1.566,34
yg0com07nd1f0,yg0com07nd1f0,2.204,3.132,51
yg0com07nd1g0,yg0com07nd1g0,3.364,3.132,83
yg0com07nn1a0,yg0com07nn1a0,1.16,1.566,12
yg0com07nn1b0,yg0com07nn1b0,1.16,1.566,11
yg0com07nn1c0,yg0com07nn1c0,1.508,1.566,13
yg0com07nn1d0,yg0com07nn1d0,1.856,1.566,22
yg0com07nn1e0,yg0com07nn1e0,2.552,1.566,34
yg0com08ld1e0,yg0com08nd1e0,2.552,3.132,63
yg0com08ld1f0,yg0com08nd1f0,3.712,3.132,103
yg0com08ln1a0,yg0com08nn1a0,1.392,1.566,13
yg0com08ln1b0,yg0com08nn1b0,1.624,1.566,16
yg0com08ln1c0,yg0com08nn1c0,2.204,1.566,25
yg0com08ln1d0,yg0com08nn1d0,3.132,1.566,41
yg0com08nd1e0,yg0com08nd1e0,2.552,3.132,63
yg0com08nd1f0,yg0com08nd1f0,3.712,3.132,103
yg0com08nn1a0,yg0com08nn1a0,1.392,1.566,13
yg0com08nn1b0,yg0com08nn1b0,1.624,1.566,16
yg0com08nn1c0,yg0com08nn1c0,2.204,1.566,25
yg0com08nn1d0,yg0com08nn1d0,3.132,1.566,41
yg0com10ld1e0,yg0com10nd1e0,2.088,3.132,44
yg0com10ld1f0,yg0com10nd1f0,3.132,3.132,71
yg0com10ld1g0,yg0com10nd1g0,4.408,3.132,118
yg0com10ln1a0,yg0com10nn1a0,1.16,1.566,12
yg0com10ln1b0,yg0com10nn1b0,1.16,1.566,12
yg0com10ln1c0,yg0com10nn1c0,1.856,1.566,20
yg0com10ln1d0,yg0com10nn1d0,2.204,1.566,29
yg0com10nd1e0,yg0com10nd1e0,2.088,3.132,44
yg0com10nd1f0,yg0com10nd1f0,3.132,3.132,71
yg0com10nd1g0,yg0com10nd1g0,4.408,3.132,118
yg0com10nn1a0,yg0com10nn1a0,1.16,1.566,12
yg0com10nn1b0,yg0com10nn1b0,1.16,1.566,12
yg0com10nn1c0,yg0com10nn1c0,1.856,1.566,20
yg0com10nn1d0,yg0com10nn1d0,2.204,1.566,29
yg0com43ld1g0,yg0com43nd1g0,2.552,3.132,64
yg0com43ln1a0,yg0com43nn1a0,0.696,1.566,8
yg0com43ln1a5,yg0com43nn1a5,0.696,1.566,8
yg0com43ln1b0,yg0com43nn1b0,0.696,1.566,8
yg0com43ln1b5,yg0com43nn1b5,0.696,1.566,8
yg0com43ln1c0,yg0com43nn1c0,1.16,1.566,12
yg0com43ln1c5,yg0com43nn1c5,1.392,1.566,16
yg0com43ln1d0,yg0com43nn1d0,1.392,1.566,16
yg0com43ln1d5,yg0com43nn1d5,1.624,1.566,20
yg0com43ln1e0,yg0com43nn1e0,1.856,1.566,24
yg0com43ln1e5,yg0com43nn1e5,2.088,1.566,28
yg0com43ln1f0,yg0com43nn1f0,2.552,1.566,36
yg0com43ln1f5,yg0com43nn1f5,3.016,1.566,44
yg0com43nd1g0,yg0com43nd1g0,2.552,3.132,64
yg0com43nn1a0,yg0com43nn1a0,0.696,1.566,8
yg0com43nn1a5,yg0com43nn1a5,0.696,1.566,8
yg0com43nn1b0,yg0com43nn1b0,0.696,1.566,8
yg0com43nn1b5,yg0com43nn1b5,0.696,1.566,8
yg0com43nn1c0,yg0com43nn1c0,1.16,1.566,12
yg0com43nn1c5,yg0com43nn1c5,1.392,1.566,16
yg0com43nn1d0,yg0com43nn1d0,1.392,1.566,16
yg0com43nn1d5,yg0com43nn1d5,1.624,1.566,20
yg0com43nn1e0,yg0com43nn1e0,1.856,1.566,24
yg0com43nn1e5,yg0com43nn1e5,2.088,1.566,28
yg0com43nn1f0,yg0com43nn1f0,2.552,1.566,36
yg0com43nn1f5,yg0com43nn1f5,3.016,1.566,44
yg0epgcld00a0,,1.624,0.783,11
yg0epgcld01a2,,4.64,0.783,12
yg0epgcld01a3,,6.96,0.783,12
yg0epgcld01e3,,6.496,0.783,12
yg0epgcld01e5,,11.136,0.783,12
yg0epgcld02a2,,4.64,1.566,12
yg0epgcld02a3,,6.96,1.566,12
yg0epgcld02e3,,6.496,1.566,12
yg0epgcld02e5,,11.136,1.566,12
yg0epgcld04a2,,4.64,3.132,12
yg0epgcld04a3,,6.96,3.132,12
yg0epgcld04e3,,6.496,3.132,12
yg0epgcld04e5,,11.136,3.132,12
yg0epgcld08a2,,4.64,6.264,12
yg0epgcld08a3,,6.96,6.264,12
yg0epgcld08e3,,6.496,6.264,12
yg0epgcld08e5,,11.136,6.264,12
yg0epgcld16a2,,4.64,12.528,12
yg0epgcld16a3,,6.96,12.528,12
yg0epgcld16e3,,6.496,12.528,12
yg0epgcld16e5,,11.136,12.528,12
yg0epgcld32a2,,4.64,25.056,12
yg0epgcld32a3,,6.96,25.056,12
