Flow,Error Code,finish,lor1_signoff,Comment,Description
DVE,M2_36,enable,enable,,M2_36: min required width of notched metal2 line section = M2_36
DVE,M2_42/M2_41,enable,enable,,M2_42/M2_41: min svia1 enclosure by metal2 = M2_42 orthogonal M2_41
DVE,M2_44/M2_44,enable,enable,,M2_44/M2_44: min rvia1 enclosure by metal2 = M2_44 orthogonal M2_44
DVE,M3_01,enable,enable,,M3_01: width metal line running PGD < M3_01
DVE,M3_03/M3_05,disable,enable,400nm power being filtered (some valid errors filtered),M3_03/M3_05: Metal width running PGD > M3_03 or running OGD > M3_05
DVE,M3_04,enable,enable,,M3_04: width metal line running OGD < M3_04
DVE,M3_06/M3_02,enable,enable,,M3_06/M3_02: width metal line running PGD > M3_06 or < M3_02
DVE,M3_11/gt,disable,disable,,M3_11/gt: space bet. metal edges aligned OGD w/ at least 1 lt max width > M3_11
DVE,M3_11/lt,enable,enable,,M3_11/lt: space bet. metal edges aligned OGD w/ at least 1 lt max width < M3_11
DVE,M3_12/gt,disable,disable,,M3_12/gt: space bet. metal edges aligned PGD w/ at least 1 narrow width > M3_12
DVE,M3_12/lt,enable,enable,,M3_12/lt: space bet. metal edges aligned PGD w/ at least 1 narrow width < M3_12
DVE,M3_14,enable,enable,,M3_14: space bet. wide metal edges aligned PGD < M3_14
DVE,M3_15,disable,disable,,M3_15: space bet. wide metal edges aligned PGD > M3_15
DVE,M3_16,enable,enable,,M3_16: space bet. max width metal edges aligned OGD < M3_16
DVE,M3_17,disable,disable,,M3_17: space bet. max width metal edges aligned OGD > M3_17
DVE,M3_18,disable,disable,,M3_18: length of unfaced metal edge aligned PGD > M3_18
DVE,M3_21,enable,enable,,M3_21: min length of rect-only narrow metal lines running PGD = M3_21
DVE,M3_22/M3_23,enable,enable,,M3_22/M3_23: min lvl_other_metal3 length/extent = M3_22 OGD or M3_23 PGD
DVE,M3_24,enable,enable,,M3_24: min length of rect. only metal hole running PGD bounded by 1 narrow line = M3_24
DVE,M3_25,enable,enable,,M3_25: min length of rect. only metal hole running OGD = M3_25
DVE,M3_26,enable,enable,,M3_26: min length of other metal hole = M3_26
DVE,M3_31,enable,enable,,M3_31: min metal3 required jog segment length = M3_31
DVE,M3_32,enable,enable,,M3_32: min metal3 segm len when both adj at a corner containing via = M3_32
DVE,M3_33,enable,enable,,M3_33: min spacing between metal3 non-overlapping convex corners = M3_33
DVE,M3_34,enable,enable,,M3_34: min metal3 internal corner-to-corner spacing = M3_34
DVE,M3_35,enable,enable,,M3_35: min metal3 width bet. f. cc corner ext. (40nm) of opp. dir. = M3_35
DVE,M3_36,enable,enable,,M3_36: min required width of notched metal3 line section = M3_36
DVE,M3_42/M3_41,enable,enable,,M3_42/M3_41: min svia2 enclosure by metal3 = M3_42 orthogonal M3_41
DVE,M3_44/M3_44,enable,enable,,M3_44/M3_44: min rvia2 enclosure by metal3 = M3_44 orthogonal M3_44
DVE,M4_01,enable,enable,,M4_01: min metal4 width = M4_01
DVE,M4_02,enable,enable,,M4_02: min metal4 space = M4_02
DVE,M4_21,enable,enable,,M4_21: max metal4 width = M4_21
DVE,M4_22,enable,enable,,M4_22: min metal4 hole area [sq um] = M4_22
DVE,M4_23,enable,enable,,M4_23: min metal4 seg. len. when adj at corner = M4_23
DVE,M4_24,enable,enable,,M4_24: min lvl_metal4 length/extent = M4_24
DVE,M4_41/M4_43,enable,enable,,M4_41/M4_43: min svia3 enclosure by metal4 = M4_41 orthogonal M4_43
DVE,M4_51/M4_52,enable,enable,,M4_51/M4_52: min rvia3 enclosure by metal4 = M4_51 orthogonal M4_52
DVE,M4_61,enable,enable,,M4_61: min metal4 eol width at the eon segm when facing 0.125 = M4_61
DVE,M5_01,enable,enable,,M5_01: min metal5 width = M5_01
DVE,M5_02,enable,enable,,M5_02: min metal5 space = M5_02
DVE,M5_21,enable,enable,,M5_21: max metal5 width = M5_21
DVE,M5_22,enable,enable,,M5_22: min metal5 hole area [sq um] = M5_22
DVE,M5_23,enable,enable,,M5_23: min metal5 seg. len. when adj at corner = M5_23
DVE,M5_24,enable,enable,,M5_24: min lvl_metal5 length/extent = M5_24
DVE,M5_41/M5_43,enable,enable,,M5_41/M5_43: min svia4 enclosure by metal5 = M5_41 orthogonal M5_43
DVE,M5_51/M5_52,enable,enable,,M5_51/M5_52: min rvia4 enclosure by metal5 = M5_51 orthogonal M5_52
DVE,M5_61,enable,enable,,M5_61: min metal5 eol width at the eon segm when facing 0.150 = M5_61
DVE,M6_01,enable,enable,,M6_01: min metal6 width = M6_01
DVE,M6_02,enable,enable,,M6_02: min metal6 space = M6_02
DVE,M6_21,enable,enable,,M6_21: max metal6 width = M6_21
DVE,M6_22,enable,enable,,M6_22: min metal6 hole area [sq um] = M6_22
DVE,M6_23,enable,enable,,M6_23: min metal6 seg. len. when adj at corner = M6_23
DVE,M6_24,enable,enable,,M6_24: min lvl_metal6 length/extent = M6_24
DVE,M6_41/M6_43,enable,enable,,M6_41/M6_43: min svia5 enclosure by metal6 = M6_41 orthogonal M6_43
DVE,M6_51/M6_52,enable,enable,,M6_51/M6_52: min rvia5 enclosure by metal6 = M6_51 orthogonal M6_52
DVE,M7_01,enable,enable,,M7_01: min metal7 width = M7_01
DVE,M7_02,enable,enable,,M7_02: min metal7 space = M7_02
DVE,M7_21,enable,enable,,M7_21: max metal7 width = M7_21
DVE,M7_22,enable,enable,,M7_22: min metal7 hole area [sq um] = M7_22
DVE,M7_23,enable,enable,,M7_23: min metal7 seg. len. when adj at corner = M7_23
DVE,M7_24,enable,enable,,M7_24: min lvl_metal7 length/extent = M7_24
DVE,M7_41/M7_43,enable,enable,,M7_41/M7_43: min svia6 enclosure by metal7 = M7_41 orthogonal M7_43
DVE,M7_51/M7_52,enable,enable,,M7_51/M7_52: min rvia6 enclosure by metal7 = M7_51 orthogonal M7_52
DVE,M8_01,enable,enable,,M8_01: min metal8 width = M8_01
DVE,M8_02,enable,enable,,M8_02: min metal8 space = M8_02
DVE,M8_21,enable,enable,,M8_21: max metal8 width = M8_21
DVE,M8_22,enable,enable,,M8_22: min metal8 hole area [sq um] = M8_22
DVE,M8_23,enable,enable,,M8_23: min metal8 seg. len. when adj at corner = M8_23
DVE,M8_24,enable,enable,,M8_24: min lvl_metal8 length/extent = M8_24
DVE,M8_41/M8_43,enable,enable,,M8_41/M8_43: min svia7 enclosure by metal8 = M8_41 orthogonal M8_43
DVE,M8_51/M8_52,enable,enable,,M8_51/M8_52: min rvia7 enclosure by metal8 = M8_51 orthogonal M8_52
DVE,M9_01,enable,enable,,M9_01: min reg_metal9 width = M9_01
DVE,M9_02,enable,enable,,M9_02: min metal9 space = M9_02
DVE,M9_03,enable,enable,,M9_03: max metal9 space = M9_03
DVE,M9_12/M9_13/M9_14,enable,enable,,M9_12/M9_13/M9_14: Hien says this is a very bad via9
DVE,M9_21,enable,enable,,M9_21: max metal9 width = M9_21
DVE,M9_22,enable,enable,,M9_22: min metal9 hole area [sq um] = M9_22
DVE,M9_23,enable,enable,,M9_23: min metal9 seg. len. when adj at corner = M9_23
DVE,M9_25,enable,enable,,M9_25: min metal9 area [sq um] = M9_25
DVE,M9_51/M9_52,enable,enable,,M9_51/M9_52: min rvia8 enclosure by metal9 = M9_51 orthogonal M9_52
DVE,met1frame,enable,enable,,met1frame: layer met1frame not allowed in design data
DVE,met2frame,enable,enable,,met2frame: layer met2frame not allowed in design data
DVE,met3frame,enable,enable,,met3frame: layer met3frame not allowed in design data
DVE,met4frame,enable,enable,,met4frame: layer met4frame not allowed in design data
DVE,met5frame,enable,enable,,met5frame: layer met5frame not allowed in design data
DVE,met6frame,enable,enable,,met6frame: layer met6frame not allowed in design data
DVE,met7frame,enable,enable,,met7frame: layer met7frame not allowed in design data
DVE,met8frame,enable,enable,,met8frame: layer met8frame not allowed in design data
DVE,met9frame,enable,enable,,met9frame: layer met9frame not allowed in design data
DVE,metal1dnp,enable,enable,,metal1dnp: layer metal1dnp not allowed in design data
DVE,metal2dnp,enable,enable,,metal2dnp: layer metal2dnp not allowed in design data
DVE,metal3dnp,enable,enable,,metal3dnp: layer metal3dnp not allowed in design data
DVE,metal4dnp,enable,enable,,metal4dnp: layer metal4dnp not allowed in design data
DVE,metal5dnp,enable,enable,,metal5dnp: layer metal5dnp not allowed in design data
DVE,metal6dnp,enable,enable,,metal6dnp: layer metal6dnp not allowed in design data
DVE,metal7dnp,enable,enable,,metal7dnp: layer metal7dnp not allowed in design data
DVE,metal8dnp,enable,enable,,metal8dnp: layer metal8dnp not allowed in design data
DVE,metal9dnp,enable,enable,,metal9dnp: layer metal9dnp not allowed in design data
DVE,nblockframe,enable,enable,,nblockframe: layer nblockframe not allowed in design data
DVE,ndiffdnp,enable,enable,,ndiffdnp: layer ndiffdnp not allowed in design data
DVE,noprot,enable,enable,,noprot: layer noprot not allowed in design data
DVE,NW_01,enable,enable,,"NW_01: min NWL space to N+ active diff, gate-dir = NW_01"
DVE,NW_02,enable,enable,,"NW_02: min NWL space to N+ active diff, non-gate-dir = NW_02"
DVE,NW_03,enable,enable,,"NW_03: min NWL enclosure of P+ active diff, gate-dir = NW_03"
DVE,NW_04,enable,enable,,"NW_04: min NWL enclosure of P+ active diff, non-gate-dir = NW_04"
DVE,NW_05,enable,enable,,"NW_05: min NWL enclosure of Ntap diff (well tap), gate-dir = NW_05"
DVE,NW_06,enable,enable,,"NW_06: min NWL enclosure of Ntap diff (well tap), non-gate-dir = NW_06"
DVE,NW_07,enable,enable,,"NW_07: min NWL space to Ptap diff (sub tap), gate-dir = NW_07"
DVE,NW_08,enable,enable,,"NW_08: min NWL space to Ptap diff (sub tap), non-gate-dir = NW_08"
DVE,NW_11,enable,enable,,"NW_11: min NWL width, gate-dir = NW_11"
DVE,NW_12,enable,enable,,"NW_12: min NWL width, non-gate-dir = NW_12"
DVE,NW_13,enable,enable,,"NW_13: min NWL space (isolated or to self), gate-dir = NW_13"
DVE,NW_14,enable,enable,,"NW_14: min NWL space (isolated or to self), non-gate-dir = NW_14"
DVE,NW_15,enable,enable,,NW_15: min NWL corner-to-corner width = NW_15
DVE,NW_16,enable,enable,,NW_16: min NWL corner-to-corner space (isolated or to self) = NW_16
DVE,NW_17,enable,enable,,NW_17: min required NWL area (sq um) = NW_17
DVE,NW_18,enable,enable,,NW_18: min required NWL hole area (sq um) = NW_18
DVE,NW_21,enable,enable,,NW_21: min NWL space to N+ active diff in I/Os = NW_21
DVE,NW_22,enable,enable,,NW_22: min NWL enclosure of P+ active diff in I/Os = NW_22
DVE,NW_23,enable,enable,,NW_23: min NWL convex corner enclosure of P+ diff corner = NW_23
DVE,NW_24,enable,enable,,NW_24: min NWL concave corner space to N+ diff corner = NW_24
DVE,NW_25/NW_26,enable,enable,,NW_25/NW_26: min NWL x- or y-dir enc/spc to n+/p+ taps near short NWL jog <= 0.23 = NW_25 / NW_26
DVE,NW_27,enable,enable,,NW_27: min tap dist. to NWL edge when facing opp-type spaced at < 0.38um from NWL edge = NW_27
DVE,NW_28,disable,enable,Well/sub taps removed during migration,NW_28: max dist from P+ active w/ gate in well to a well tap = NW_28
DVE,NW_29,disable,enable,Well/sub taps removed during migration,NW_29: max dist from N+ active w/ gate to sub tap = NW_29
DVE,NW_31,enable,enable,,NW_31: min NWL seg. len. when both adj. at corner = NW_31
DVE,NW_32,enable,enable,,NW_32: max allowed open/unfilled NWL area of >= 7um width (sq um) = NW_32
DVE,nwelldnp,enable,enable,,nwelldnp: layer nwelldnp not allowed in design data
DVE,nwellesddnp,enable,enable,,nwellesddnp: layer nwellesddnp not allowed in design data
DVE,nwellframe,enable,enable,,nwellframe: layer nwellframe not allowed in design data
DVE,padframe,enable,enable,,padframe: layer padframe not allowed in design data
DVE,PC_00,enable,enable,,PC_00: only rectangular polycon shapes are allowed
DVE,PC_01,enable,enable,,PC_01: only polycon width = PC_01
DVE,PC_02,enable,enable,,PC_02: min polycon length = PC_02
DVE,PC_03,enable,enable,,PC_03: min polycon side-to-side space = PC_03
DVE,PC_04,enable,enable,,PC_04: min polycon end-to-end space = PC_04
DVE,PC_05,enable,enable,,PC_05: min polycon corner-to-corner space = PC_05
DVE,PC_11,enable,enable,,PC_11: min polycon_D_nbc side enclosure by poly_nbc end = PC_11
DVE,PC_12,enable,enable,,PC_12: min polycon side space to poly end = PC_12
DVE,PC_13,enable,enable,,PC_13: min polycon_D_nbc end extent beyond poly_nbc side = PC_13
DVE,PC_14,enable,enable,,PC_14: min polycon end space to poly side = PC_14
DVE,PC_15,enable,enable,,PC_15: min polycon side space to gated diffusion edge = PC_15
DVE,PC_16,enable,enable,,PC_16: min polycon end space to diffusion = PC_16
DVE,PC_21,enable,enable,,PC_21: min polycon side space to diffcon end = PC_21
DVE,PC_22,enable,enable,,"PC_22: min polycon overlap of diffcon, gate-direction = PC_22"
DVE,PC_23,enable,enable,,"PC_23: min polycon overlap of diffcon, non-gate-direction = PC_23"
DVE,pdiffdnp,enable,enable,,pdiffdnp: layer pdiffdnp not allowed in design data
DVE,pinch,enable,enable,,pinch: pinched nwell resistor has no model in process file
DVE,PL_00,enable,enable,,PL_00: only rectangular poly shapes are allowed
DVE,PL_01,enable,enable,,PL_01: only poly width = PL_01
DVE,PL_02,enable,enable,,PL_02: only poly pitch = PL_02
DVE,PL_03,enable,enable,,PL_03: min poly length = PL_03
DVE,PL_04,enable,enable,,PL_04: poly end-to-end < PL_04
DVE,PL_04/PL_05,disable,enable,Poly fill not handled in fub finish (Needs to be a part of mig fill delivery),PL_04/PL_05: poly end-to end > PL_04 and < PL_05
DVE,PL_06,disable,enable,Poly fill not handled in fub finish (Needs to be a part of mig fill delivery),PL_06: poly end-to-end > PL_06
DVE,PL_11,enable,enable,,PL_11: min poly endcap = PL_11
DVE,PL_12/AN_12,enable,enable,,PL_12/AN_12: All gate areas + endcaps require full poly shielding
DVE,PL_12/BC_22,enable,enable,,PL_12/BC_22: All gate areas + endcaps require full poly shielding
DVE,PL_12/PL_13,disable,enable,Poly fill not handled in fub finish (Needs to be a part of mig fill delivery),PL_12/PL_13: All gate areas + endcaps require full poly shielding
DVE,PL_14/AN_13,enable,enable,,PL_14/AN_13: All tap + AN_13 extension require full poly shielding
DVE,PL_14/BC_26,enable,enable,,PL_14/BC_26: All tap require full poly shielding
DVE,PL_14/PL_15,enable,enable,,PL_14/PL_15: All tap require full poly shielding
DVE,PL_16,disable,enable,Poly fill not handled in fub finish (Needs to be a part of mig fill delivery),PL_16: min required offset bet adj non-aligned poly eol having same eol dir = PL_16
DVE,PL_21/gt,disable,enable,Poly fill not handled in fub finish (Needs to be a part of mig fill delivery),PL_21/gt: poly space to transistor diffusion > PL_21
DVE,PL_21/lt,enable,enable,,PL_21/lt: poly space to transistor diffusion < PL_21
DVE,PL_22/gt,enable,enable,,PL_22/gt: dummy poly space to tap diffusion > PL_22
DVE,PL_22/lt,enable,enable,,PL_22/lt: dummy poly space to tap diffusion < PL_22
DVE,PL_23,enable,enable,,PL_23: tap cannot be adjacent to interconnect poly
DVE,PL_24,enable,enable,,PL_24: min poly side space to NWL edge = PL_24
DVE,PL_27,enable,enable,,PL_27: dummy poly cannot be adjacent to both types of tap diff simultaneously
DVE,PL_31,enable,enable,,PL_31: min n+ poly gate/sd edge to parallel NWL = PL_31
DVE,PL_32,enable,enable,,PL_32: min p+ poly gate/sd edge to parallel NWL = PL_32
DVE,PL_61,disable,enable,Poly fill not handled in fub finish (Needs to be a part of mig fill delivery),PL_61: min overlap adj SR gate dir = PL_61
DVE,PL_62,disable,enable,Poly fill not handled in fub finish (Needs to be a part of mig fill delivery),PL_62: any short SR adj to long SR must be adj to another SR
DVE,PL_63,disable,enable,Poly fill not handled in fub finish (Needs to be a part of mig fill delivery),PL_63: min separation between any non-adj. SR = PL_63
DVE,PL_92,enable,enable,,PL_92: Gate must be horizontal at full chip DRC
DVE,PL_99,enable,enable,,PL_99: min required altleidll layer enclosure of active gate = PL_99
DVE,PL_float_altleidll,enable,enable,,PL_float_altleidll: floating altleidll
DVE,plp0ph,enable,enable,,plp0ph: layer plp0ph not allowed in design data
DVE,plp180ph,enable,enable,,plp180ph: layer plp180ph not allowed in design data
DVE,pltafterprot,enable,enable,,pltafterprot: layer pltafterprot not allowed in design data
DVE,poly1frame,enable,enable,,poly1frame: layer poly1frame not allowed in design data
DVE,polycondnp,enable,enable,,polycondnp: layer polycondnp not allowed in design data
DVE,polyconframe,enable,enable,,polyconframe: layer polyconframe not allowed in design data
DVE,polydnp,enable,enable,,polydnp: layer polydnp not allowed in design data
DVE,ptd1reservedframe,enable,enable,,ptd1reservedframe: layer ptd1reservedframe not allowed in design data
DVE,scratch,enable,enable,,scratch: layer scratch not allowed in design data
DVE,SM_00,enable,enable,,SM_00: No layouts are allowed within the poly_180pitchID layer except bit-cells and template-cells
DVE,SM_01,enable,enable,,SM_01: only poly width = SM_01
DVE,SM_02,enable,enable,,SM_02: only poly pitch = SM_02
DVE,sram_id,enable,enable,,sram_id: layer sram_id not allowed in design data
DVE,UL_01,enable,enable,,UL_01: min tgoxid width = UL_01
DVE,UL_03,enable,enable,,UL_03: min tgoxid space = UL_03
DVE,UL_05,enable,enable,,UL_05: min tgoxid area [sq um] = UL_05
DVE,UL_06,enable,enable,,UL_06: min tgoxid hole area [sq um] = UL_06
DVE,UL_07,enable,enable,,UL_07: min tgoxid seg. len. when adj at corner = UL_07
DVE,UL_11,enable,enable,,"UL_11: tgoxid encl of tdiff, in gate dir = UL_11"
DVE,UL_12,enable,enable,,"UL_12: tgoxid encl of tdiff, orthog gate dir = UL_12"
DVE,UL_13,enable,enable,,"UL_13: tgoxid space to tdiff, in gate dir = UL_13"
DVE,UL_14,enable,enable,,"UL_14: tgoxid space to tdiff, orthog gate dir = UL_14"
DVE,UL_21,enable,enable,,UL_21: min offset between non-coincident nwell and tgoxid = UL_21
DVE,V0_01/V0_31/V0_32,enable,enable,,V0_01/V0_31/V0_32: only via0 size = V0_01 x V0_01 or V0_31 x V0_32
DVE,V0_03,enable,enable,,V0_03: svia0 to svia0 center-to-center separation
DVE,V0_11,enable,enable,,V0_11: min via0 enclosure by diffcon end = V0_11
DVE,V0_11/V0_13,enable,enable,,V0_11/V0_13: via0 must be enclose by diffcon or polycon
DVE,V0_12,enable,enable,,V0_12: only via0 extent beyond diffcon side = V0_12
DVE,V0_13,enable,enable,,V0_13: only via0 enclosure by polycon side = V0_13
DVE,V0_14,enable,enable,,V0_14: max via0 extent beyond polycon end = V0_14
DVE,V0_15,enable,enable,,V0_15: min V0 space to polycon end = V0_15
DVE,V0_33,enable,enable,,V0_33: min rvia0 long edge facing space to via0 = V0_33
DVE,V0_34,enable,enable,,V0_34: min rvia0 short edge facing space to svia0 = V0_34
DVE,V0_35,enable,enable,,V0_35: min rvia0 short edge facing space to rvia0 short edge = V0_35
DVE,V0_39,enable,enable,,V0_39: min rvia0 corner-to-corner space to via0 = V0_39
DVE,V1_01/V1_31/V1_32,enable,enable,,V1_01/V1_31/V1_32: only via1 size = V1_01 x V1_01 or V1_31 x V1_32
DVE,V1_03,enable,enable,,V1_03: svia1 to svia1 center-to-center separation
DVE,V1_12/V1_11,enable,enable,,V1_12/V1_11: min svia1_nbc enclosure by metal1 = V1_12 orthogonal V1_11
DVE,V1_21,enable,enable,,V1_21: svia1 to svia0 center-to-center separation
DVE,V1_22,enable,enable,,V1_22: min svia1 facing edge space to rvia0 = V1_22
DVE,V1_23,disable,enable,Bug in flow; aquare to square spacing violations being reported,V1_23: min svia1_nbc corner-to-corner space to rvia0_nbc = V1_23
DVE,V1_33,enable,enable,,V1_33: min rvia1 long edge facing space to via1 = V1_33
DVE,V1_34,enable,enable,,V1_34: min rvia1 short edge facing space to svia1 = V1_34
DVE,V1_35,enable,enable,,V1_35: min rvia1 short edge facing space to rvia1 short edge = V1_35
DVE,V1_39,enable,enable,,V1_39: min rvia1 corner-to-corner space to via1 = V1_39
DVE,V1_41,enable,enable,,V1_41: min rvia1 facing edge space to via0 = V1_41
DVE,V1_43,enable,enable,,V1_43: min rvia1 corner-to-corner space to via0 = V1_43
DVE,V1_52/V1_51,enable,enable,,V1_52/V1_51: min rvia1 enclosure by metal1 = V1_52 orthogonal V1_51
DVE,V2_01/V2_31/V2_32,enable,enable,,V2_01/V2_31/V2_32: only via2 size = V2_01 x V2_01 or V2_31 x V2_32
DVE,V2_03,enable,enable,,V2_03: svia2 to svia2 center-to-center separation
DVE,V2_11/V2_12,enable,enable,,V2_11/V2_12: min svia2 enclosure by metal2 = V2_11 orthogonal V2_12
DVE,V2_21,enable,enable,,V2_21: svia2 to svia1 center-to-center separation
DVE,V2_22,enable,enable,,V2_22: min svia2 facing edge space to rvia1 = V2_22
DVE,V2_23,disable,enable,Bug in flow; aquare to square spacing violations being reported,V2_23: min svia2 corner-to-corner space to rvia1 = V2_23
DVE,V2_33,enable,enable,,V2_33: min rvia2 long edge facing space to via2 = V2_33
DVE,V2_34,enable,enable,,V2_34: min rvia2 short edge facing space to svia2 = V2_34
DVE,V2_35,enable,enable,,V2_35: min rvia2 short edge facing space to rvia2 short edge = V2_35
DVE,V2_39,enable,enable,,V2_39: min rvia2 corner-to-corner space to via2 = V2_39
DVE,V2_41,enable,enable,,V2_41: min rvia2 facing edge space to via1 = V2_41
DVE,V2_43,enable,enable,,V2_43: min rvia2 corner-to-corner space to via1 = V2_43
DVE,V2_51/V2_52,enable,enable,,V2_51/V2_52: min rvia2 enclosure by metal2 = V2_51 orthogonal V2_52
DVE,V3_01/V3_31/V3_32,enable,enable,,V3_01/V3_31/V3_32: only via3 size = V3_01 x V3_01 or V3_31 x V3_32
DVE,V3_02,enable,enable,,V3_02: svia3 to svia3 center-to-center separation
DVE,V3_12/V3_11,enable,enable,,V3_12/V3_11: min svia3 enclosure by metal3 = V3_12 orthogonal V3_11
DVE,V3_21,enable,enable,,V3_21: svia3 to svia2 center-to-center separation
DVE,V3_22,enable,enable,,V3_22: min svia3 facing edge space to rvia2 = V3_22
DVE,V3_23,enable,enable,,V3_23: min svia3 corner-to-corner space to rvia2 = V3_23
DVE,V3_33,enable,enable,,V3_33: min rvia3 long edge facing space to svia3 = V3_33
DVE,V3_34,enable,enable,,V3_34: min rvia3 short edge facing space to svia3 = V3_34
DVE,V3_35,enable,enable,,V3_35: min rvia3 corner-to-corner space to svia3 = V3_35
DVE,V3_36,enable,enable,,V3_36: min rvia3 long edge facing space to rvia3 long edge = V3_36
DVE,V3_36/only,enable,enable,,V3_36/only: min rvia3 long edge facing space to rvia3 long edge = V3_36
DVE,V3_37,enable,enable,,V3_37: min rvia3 short edge facing space to rvia3 = V3_37
DVE,V3_38,enable,enable,,V3_38: min rvia3 corner-to-corner space = V3_38
DVE,V3_39,enable,enable,,V3_39: min red. rvia3 long edge facing space to rvia3 long edge = V3_39
DVE,V3_39/only,enable,enable,,V3_39/only: min red. rvia3 long edge facing space to rvia3 long edge = V3_39
DVE,V3_39/triplet,enable,enable,,V3_39/triplet: redundant vias are allowed in pair only
DVE,V3_42,enable,enable,,V3_42: min rvia3 facing edge space to via2 = V3_42
DVE,V3_43,enable,enable,,V3_43: min rvia3 corner-to-corner space to via2 = V3_43
DVE,V3_52/V3_51,enable,enable,,V3_52/V3_51: min rvia3 enclosure by metal3 = V3_52 orthogonal V3_51
DVE,V4_01/V4_31/V4_32,enable,enable,,V4_01/V4_31/V4_32: only via4 size = V4_01 x V4_01 or V4_31 x V4_32
DVE,V4_02,enable,enable,,V4_02: svia4 to svia4 center-to-center separation
DVE,V4_12/V4_11,enable,enable,,V4_12/V4_11: min svia4 enclosure by metal4 = V4_12 orthogonal V4_11
DVE,V4_21,enable,enable,,V4_21: svia4 to svia3 center-to-center separation
DVE,V4_22,enable,enable,,V4_22: min svia4 facing edge space to rvia3 = V4_22
DVE,V4_23,enable,enable,,V4_23: min svia4 corner-to-corner space to rvia3 = V4_23
DVE,V4_33,enable,enable,,V4_33: min rvia4 long edge facing space to svia4 = V4_33
DVE,V4_34,enable,enable,,V4_34: min rvia4 short edge facing space to svia4 = V4_34
DVE,V4_35,enable,enable,,V4_35: min rvia4 corner-to-corner space to svia4 = V4_35
DVE,V4_36,enable,enable,,V4_36: min rvia4 long edge facing space to rvia4 long edge = V4_36
DVE,V4_36/only,enable,enable,,V4_36/only: min rvia4 long edge facing space to rvia4 long edge = V4_36
DVE,V4_37,enable,enable,,V4_37: min rvia4 short edge facing space to rvia4 = V4_37
DVE,V4_38,enable,enable,,V4_38: min rvia4 corner-to-corner space = V4_38
DVE,V4_39,enable,enable,,V4_39: min red. rvia4 long edge facing space to rvia4 long edge = V4_39
DVE,V4_39/only,enable,enable,,V4_39/only: min red. rvia4 long edge facing space to rvia4 long edge = V4_39
DVE,V4_39/triplet,enable,enable,,V4_39/triplet: redundant vias are allowed in pair only
DVE,V4_42,enable,enable,,V4_42: min rvia4 facing edge space to via3 = V4_42
DVE,V4_43,enable,enable,,V4_43: min rvia4 corner-to-corner space to via3 = V4_43
DVE,V4_52/V4_51,enable,enable,,V4_52/V4_51: min rvia4 enclosure by metal4 = V4_52 orthogonal V4_51
DVE,V5_01/V5_31/V5_32,enable,enable,,V5_01/V5_31/V5_32: only via5 size = V5_01 x V5_01 or V5_31 x V5_32
DVE,V5_02,enable,enable,,V5_02: svia5 to svia5 center-to-center separation
DVE,V5_12/V5_11,enable,enable,,V5_12/V5_11: min svia5 enclosure by metal5 = V5_12 orthogonal V5_11
DVE,V5_21,enable,enable,,V5_21: svia5 to svia4 center-to-center separation
DVE,V5_22,enable,enable,,V5_22: min svia5 facing edge space to rvia4 = V5_22
DVE,V5_23,enable,enable,,V5_23: min svia5 corner-to-corner space to rvia4 = V5_23
DVE,V5_33,enable,enable,,V5_33: min rvia5 long edge facing space to svia5 = V5_33
DVE,V5_34,enable,enable,,V5_34: min rvia5 short edge facing space to svia5 = V5_34
DVE,V5_35,enable,enable,,V5_35: min rvia5 corner-to-corner space to svia5 = V5_35
DVE,V5_36,enable,enable,,V5_36: min rvia5 long edge facing space to rvia5 long edge = V5_36
DVE,V5_36/only,enable,enable,,V5_36/only: min rvia5 long edge facing space to rvia5 long edge = V5_36
DVE,V5_37,enable,enable,,V5_37: min rvia5 short edge facing space to rvia5 = V5_37
DVE,V5_38,enable,enable,,V5_38: min rvia5 corner-to-corner space = V5_38
DVE,V5_39,enable,enable,,V5_39: min red. rvia5 long edge facing space to rvia5 long edge = V5_39
DVE,V5_39/only,enable,enable,,V5_39/only: min red. rvia5 long edge facing space to rvia5 long edge = V5_39
DVE,V5_39/triplet,enable,enable,,V5_39/triplet: redundant vias are allowed in pair only
DVE,V5_42,enable,enable,,V5_42: min rvia5 facing edge space to via4 = V5_42
DVE,V5_43,enable,enable,,V5_43: min rvia5 corner-to-corner space to via4 = V5_43
DVE,V5_52/V5_51,enable,enable,,V5_52/V5_51: min rvia5 enclosure by metal5 = V5_52 orthogonal V5_51
DVE,V6_01/V6_31/V6_32,enable,enable,,V6_01/V6_31/V6_32: only via6 size = V6_01 x V6_01 or V6_31 x V6_32
DVE,V6_02,enable,enable,,V6_02: svia6 to svia6 center-to-center separation
DVE,V6_12/V6_11,enable,enable,,V6_12/V6_11: min svia6 enclosure by metal6 = V6_12 orthogonal V6_11
DVE,V6_21,enable,enable,,V6_21: svia6 to svia5 center-to-center separation
DVE,V6_22,enable,enable,,V6_22: min svia6 facing edge space to rvia5 = V6_22
DVE,V6_23,enable,enable,,V6_23: min svia6 corner-to-corner space to rvia5 = V6_23
DVE,V6_33,enable,enable,,V6_33: min rvia6 long edge facing space to svia6 = V6_33
DVE,V6_34,enable,enable,,V6_34: min rvia6 short edge facing space to svia6 = V6_34
